"","qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"6330","PE_PGRS41~~~PE_PGRS52~~~PE_PGRS41_1~~~PE_PGRS19~~~PE_PGRS50b~~~PE_PGRS41_2","NC_002945.4",100,599,0,0,441,1039,3699799,3699201,0,1107
"6331","PE_PGRS41~~~PE_PGRS52~~~PE_PGRS41_1~~~PE_PGRS19~~~PE_PGRS50b~~~PE_PGRS41_2","NC_002945.4",99.559,454,2,0,1,454,2665282,2665735,0,828
"6332","PE_PGRS38_2~~~~~~PE_PGRS38_1~~~PE_PGRS38","NC_002945.4",99.438,1600,0,1,948,2538,333426,331827,0,2896
"6333","PE_PGRS38_2~~~~~~PE_PGRS38_1~~~PE_PGRS38","NC_002945.4",94.162,788,21,17,1,780,2409641,2408871,0,1177
"6334","PE_PGRS38_2~~~~~~PE_PGRS38_1~~~PE_PGRS38","NC_002945.4",78.082,1971,310,71,614,2538,336591,334697,0,1134
"6335","PE_PGRS38_2~~~~~~PE_PGRS38_1~~~PE_PGRS38","NC_002945.4",76.171,1750,291,79,614,2321,339366,337701,0,806
"6336","PE_PGRS38_2~~~~~~PE_PGRS38_1~~~PE_PGRS38","NC_002945.4",74.436,1952,326,90,613,2465,841070,842947,0,680
"6337","PE_PGRS38_2~~~~~~PE_PGRS38_1~~~PE_PGRS38","NC_002945.4",75.038,661,133,21,1,639,1574573,1573923,2.08e-74,278
"6338","PE_PGRS38_2~~~~~~PE_PGRS38_1~~~PE_PGRS38","NC_002945.4",76.692,532,104,17,1,519,3758349,3758873,2.08e-74,278
"6339","PE_PGRS38_2~~~~~~PE_PGRS38_1~~~PE_PGRS38","NC_002945.4",84.685,111,17,0,1384,1494,1492070,1491960,2.23e-24,111
"6340","PE_PGRS38_2~~~~~~PE_PGRS38_1~~~PE_PGRS38","NC_002945.4",71.189,597,122,31,612,1191,838175,838738,3.73e-22,104
"6341","PE_PGRS38_2~~~~~~PE_PGRS38_1~~~PE_PGRS38","NC_002945.4",82,100,16,2,1384,1482,1995805,1995903,4.86e-16,84.2
"6342","PE_PGRS28~~~PE_PGRS28_1~~~PE_PGRS28_2","NC_002945.4",96.595,1351,37,4,1710,3051,1638347,1636997,0,2231
"6343","PE_PGRS28~~~PE_PGRS28_1~~~PE_PGRS28_2","NC_002945.4",99.785,930,2,0,801,1730,1634274,1633345,0,1707
"6344","PE_PGRS28~~~PE_PGRS28_1~~~PE_PGRS28_2","NC_002945.4",99.813,536,1,0,1,536,1635620,1635085,0,985
"6345","PE_PGRS28~~~PE_PGRS28_1~~~PE_PGRS28_2","NC_002945.4",99.813,536,1,0,1,536,1639384,1638849,0,985
"6346","PE_PGRS28~~~PE_PGRS28_1~~~PE_PGRS28_2","NC_002945.4",90.4,500,46,2,1710,2208,1634556,1634058,0,656
"6347","PE_PGRS28~~~PE_PGRS28_1~~~PE_PGRS28_2","NC_002945.4",92.564,390,29,0,439,828,1634960,1634571,2.22e-159,560
"6348","PE_PGRS28~~~PE_PGRS28_1~~~PE_PGRS28_2","NC_002945.4",94.444,360,20,0,469,828,1638721,1638362,1.03e-157,555
"6349","PE_PGRS28~~~PE_PGRS28_1~~~PE_PGRS28_2","NC_002945.4",76.329,207,39,9,82,283,3888348,3888549,1.61e-21,102
"6350","PE_PGRS28~~~PE_PGRS28_1~~~PE_PGRS28_2","NC_002945.4",72.881,236,58,6,1,233,2084132,2083900,9.78e-14,76.8
"6351","PE_PGRS58~~~PE_PGRS58_2~~~PE_PGRS23~~~PE_PGRS23_2~~~PE_PGRS34~~~PE_PGRS58_1","NC_002945.4",100,1232,0,0,1,1232,1387949,1386718,0,2276
"6352","PE_PGRS58~~~PE_PGRS58_2~~~PE_PGRS23~~~PE_PGRS23_2~~~PE_PGRS34~~~PE_PGRS58_1","NC_002945.4",99.847,654,0,1,1210,1863,3980014,3979362,0,1201
"6353","PE_PGRS58~~~PE_PGRS58_2~~~PE_PGRS23~~~PE_PGRS23_2~~~PE_PGRS34~~~PE_PGRS58_1","NC_002945.4",99.824,569,1,0,1838,2406,2083300,2082732,0,1046
"6354","PE_PGRS28~~~PE_PGRS22~~~PE_PGRS23~~~PE_PGRS7~~~PE_PGRS27~~~PE_PGRS23_2~~~PE_PGRS23_1","NC_002945.4",96.988,1162,32,2,1536,2694,1633308,1632147,0,1949
"6355","PE_PGRS28~~~PE_PGRS22~~~PE_PGRS23~~~PE_PGRS7~~~PE_PGRS27~~~PE_PGRS23_2~~~PE_PGRS23_1","NC_002945.4",99.056,953,5,4,619,1568,1634479,1633528,0,1707
"6356","PE_PGRS28~~~PE_PGRS22~~~PE_PGRS23~~~PE_PGRS7~~~PE_PGRS27~~~PE_PGRS23_2~~~PE_PGRS23_1","NC_002945.4",97.624,505,3,1,2952,3447,3893579,3894083,0,857
"6357","PE_PGRS28~~~PE_PGRS22~~~PE_PGRS23~~~PE_PGRS7~~~PE_PGRS27~~~PE_PGRS23_2~~~PE_PGRS23_1","NC_002945.4",95.303,511,19,4,2573,3082,1632223,1631717,0,806
"6358","PE_PGRS28~~~PE_PGRS22~~~PE_PGRS23~~~PE_PGRS7~~~PE_PGRS27~~~PE_PGRS23_2~~~PE_PGRS23_1","NC_002945.4",100,411,0,0,1,411,1635620,1635210,0,760
"6359","PE_PGRS28~~~PE_PGRS22~~~PE_PGRS23~~~PE_PGRS7~~~PE_PGRS27~~~PE_PGRS23_2~~~PE_PGRS23_1","NC_002945.4",100,411,0,0,1,411,1639384,1638974,0,760
"6360","PE_PGRS28~~~PE_PGRS22~~~PE_PGRS23~~~PE_PGRS7~~~PE_PGRS27~~~PE_PGRS23_2~~~PE_PGRS23_1","NC_002945.4",94.676,432,10,5,619,1038,1638270,1637840,0,658
"6361","PE_PGRS28~~~PE_PGRS22~~~PE_PGRS23~~~PE_PGRS7~~~PE_PGRS27~~~PE_PGRS23_2~~~PE_PGRS23_1","NC_002945.4",100,261,0,0,402,662,1634838,1634578,5.58e-136,483
"6362","PE_PGRS28~~~PE_PGRS22~~~PE_PGRS23~~~PE_PGRS7~~~PE_PGRS27~~~PE_PGRS23_2~~~PE_PGRS23_1","NC_002945.4",100,261,0,0,402,662,1638629,1638369,5.58e-136,483
"6363","PE_PGRS28~~~PE_PGRS22~~~PE_PGRS23~~~PE_PGRS7~~~PE_PGRS27~~~PE_PGRS23_2~~~PE_PGRS23_1","NC_002945.4",76.329,207,39,9,82,283,3888348,3888549,1.83e-21,102
"6364","PE_PGRS28~~~PE_PGRS22~~~PE_PGRS23~~~PE_PGRS7~~~PE_PGRS27~~~PE_PGRS23_2~~~PE_PGRS23_1","NC_002945.4",72.881,236,58,6,1,233,2084132,2083900,1.11e-13,76.8
"6365","PE_PGRS28~~~PE_PGRS22~~~PE_PGRS23~~~PE_PGRS7~~~PE_PGRS27~~~PE_PGRS23_2~~~PE_PGRS23_1","NC_002945.4",100,32,0,0,2807,2838,1619172,1619141,1.11e-08,60.2
"6366","group_3590","NC_002945.4",99.541,218,0,1,99,315,673097,672880,6.42e-111,396
"6367","group_3590","NC_002945.4",97.321,112,3,0,1,112,3916572,3916461,3.25e-49,191
"6368","PE_PGRS53~~~leuA","NC_002945.4",100,3582,0,0,1,3582,3876605,3880186,0,6615
"6369","PE_PGRS53~~~leuA","NC_002945.4",99.855,691,1,0,3555,4245,1985773,1985083,0,1271
"6370","PE_PGRS46~~~PE_PGRS37","NC_002945.4",100,857,0,0,698,1554,2932834,2931978,0,1583
"6371","PE_PGRS46~~~PE_PGRS37","NC_002945.4",94.889,450,15,7,1,443,2372781,2372333,0,697
"6372","PE_PGRS46~~~PE_PGRS37","NC_002945.4",95.908,391,13,2,323,713,2933476,2933089,0,630
"6373","PE_PGRS55~~~PE_PGRS55_2~~~PE_PGRS55_1","NC_002945.4",99.685,3494,11,0,2120,5613,3890590,3894083,0,6392
"6374","PE_PGRS55~~~PE_PGRS55_2~~~PE_PGRS55_1","NC_002945.4",99.904,2085,2,0,1,2085,3888267,3890351,0,3840
"6375","PE_PGRS55~~~PE_PGRS55_2~~~PE_PGRS55_1","NC_002945.4",99.581,477,2,0,1609,2085,3890220,3890696,0,870
"6376","PE_PGRS55~~~PE_PGRS55_2~~~PE_PGRS55_1","NC_002945.4",100,404,0,0,1609,2012,3890565,3890968,0,747
"6377","PE_PGRS55~~~PE_PGRS55_2~~~PE_PGRS55_1","NC_002945.4",79.093,1081,155,45,2120,3136,3889900,3890973,0,678
"6378","PE_PGRS55~~~PE_PGRS55_2~~~PE_PGRS55_1","NC_002945.4",97.889,379,8,0,2120,2498,3890245,3890623,0,656
"6379","PE_PGRS55~~~PE_PGRS55_2~~~PE_PGRS55_1","NC_002945.4",98.485,132,2,0,1954,2085,3889875,3890006,1.01e-60,233
"6380","PE_PGRS55~~~PE_PGRS55_2~~~PE_PGRS55_1","NC_002945.4",75.316,474,77,27,2055,2499,3889910,3890372,6.18e-48,191
"6381","PE_PGRS55~~~PE_PGRS55_2~~~PE_PGRS55_1","NC_002945.4",75.316,474,77,27,2055,2499,3890255,3890717,6.18e-48,191
"6382","PE_PGRS55~~~PE_PGRS55_2~~~PE_PGRS55_1","NC_002945.4",74.335,526,93,31,2055,2556,3890600,3891107,2.88e-46,185
"6383","PE_PGRS55~~~PE_PGRS55_2~~~PE_PGRS55_1","NC_002945.4",71.16,638,135,33,82,681,1635539,1634913,1.38e-24,113
"6384","PE_PGRS55~~~PE_PGRS55_2~~~PE_PGRS55_1","NC_002945.4",71.16,638,135,33,82,681,1639303,1638677,1.38e-24,113
"6385","PE_PGRS55~~~PE_PGRS55_2~~~PE_PGRS55_1","NC_002945.4",74.886,219,50,5,308,525,2083831,2083617,4.99e-19,95.3
"6386","PE_PGRS57~~~PE_PGRS27~~~PE_PGRS22~~~PE_PGRS55_1~~~PE_PGRS7~~~PE_PGRS27_2~~~PE_PGRS23~~~PE_PGRS23_1","NC_002945.4",99.075,2378,10,5,1609,3986,3890565,3892930,0,4259
"6387","PE_PGRS57~~~PE_PGRS27~~~PE_PGRS22~~~PE_PGRS55_1~~~PE_PGRS7~~~PE_PGRS27_2~~~PE_PGRS23~~~PE_PGRS23_1","NC_002945.4",91.894,2714,149,45,1,2650,3888267,3890973,0,3727
"6388","PE_PGRS57~~~PE_PGRS27~~~PE_PGRS22~~~PE_PGRS55_1~~~PE_PGRS7~~~PE_PGRS27_2~~~PE_PGRS23~~~PE_PGRS23_1","NC_002945.4",99.47,1509,8,0,3871,5379,1632902,1631394,0,2743
"6389","PE_PGRS57~~~PE_PGRS27~~~PE_PGRS22~~~PE_PGRS55_1~~~PE_PGRS7~~~PE_PGRS27_2~~~PE_PGRS23~~~PE_PGRS23_1","NC_002945.4",99.505,404,2,0,1609,2012,3890220,3890623,0,736
"6390","PE_PGRS57~~~PE_PGRS27~~~PE_PGRS22~~~PE_PGRS55_1~~~PE_PGRS7~~~PE_PGRS27_2~~~PE_PGRS23~~~PE_PGRS23_1","NC_002945.4",71.16,638,135,33,82,681,1635539,1634913,1.32e-24,113
"6391","PE_PGRS57~~~PE_PGRS27~~~PE_PGRS22~~~PE_PGRS55_1~~~PE_PGRS7~~~PE_PGRS27_2~~~PE_PGRS23~~~PE_PGRS23_1","NC_002945.4",71.16,638,135,33,82,681,1639303,1638677,1.32e-24,113
"6392","PE_PGRS57~~~PE_PGRS27~~~PE_PGRS22~~~PE_PGRS55_1~~~PE_PGRS7~~~PE_PGRS27_2~~~PE_PGRS23~~~PE_PGRS23_1","NC_002945.4",74.886,219,50,5,308,525,2083831,2083617,4.78e-19,95.3
"6393","PE_PGRS57~~~PE_PGRS27~~~PE_PGRS22~~~PE_PGRS55_1~~~PE_PGRS7~~~PE_PGRS27_2~~~PE_PGRS23~~~PE_PGRS23_1","NC_002945.4",100,32,0,0,4784,4815,1619172,1619141,1.74e-08,60.2
"6394","group_3591","NC_002945.4",99.482,193,1,0,1,193,1853721,1853529,1.76e-97,351
"6395","group_3592","NC_002945.4",94.241,382,10,7,1,370,1386853,1386472,3.47e-164,573
"6396","group_3593","NC_002945.4",100,205,0,0,165,369,3897688,3897892,7.65e-106,379
"6397","vgb~~~PE_PGRS18~~~PE_PGRS24_1~~~PE_PGRS24~~~PE_PGRS24_2","NC_002945.4",100,1272,0,0,1447,2718,1491869,1490598,0,2350
"6398","vgb~~~PE_PGRS18~~~PE_PGRS24_1~~~PE_PGRS24~~~PE_PGRS24_2","NC_002945.4",94.424,1345,34,24,1,1344,3883443,3882139,0,2030
"6399","vgb~~~PE_PGRS18~~~PE_PGRS24_1~~~PE_PGRS24~~~PE_PGRS24_2","NC_002945.4",77.476,1141,199,37,231,1345,3897008,3895900,1.48e-180,630
"6400","vgb~~~PE_PGRS18~~~PE_PGRS24_1~~~PE_PGRS24~~~PE_PGRS24_2","NC_002945.4",79.815,867,145,20,62,913,3896814,3895963,8.98e-173,604
"6401","vgb~~~PE_PGRS18~~~PE_PGRS24_1~~~PE_PGRS24~~~PE_PGRS24_2","NC_002945.4",82.826,460,74,4,241,699,3897271,3896816,2.72e-113,407
"6402","vgb~~~PE_PGRS18~~~PE_PGRS24_1~~~PE_PGRS24~~~PE_PGRS24_2","NC_002945.4",82.231,484,53,17,595,1066,3897271,3896809,3.54e-107,387
"6403","vgb~~~PE_PGRS18~~~PE_PGRS24_1~~~PE_PGRS24~~~PE_PGRS24_2","NC_002945.4",79.545,176,35,1,1,176,3884046,3883872,3.07e-28,124
"6404","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",98.441,962,12,1,391,1352,1491860,1490902,0,1690
"6405","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",100,771,0,0,1291,2061,1096327,1095557,0,1424
"6406","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",98.871,443,5,0,1,443,1492409,1491967,0,791
"6407","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",90.02,501,39,5,1400,1890,1094333,1093834,0,638
"6408","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",80.874,366,54,11,1695,2051,1094161,1093803,2.18e-73,274
"6409","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",85.577,208,20,6,1573,1774,1095796,1095593,6.22e-54,209
"6410","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",85.577,208,20,6,1822,2025,1096045,1095844,6.22e-54,209
"6411","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",77.477,333,60,8,1572,1894,1095923,1095596,1.05e-46,185
"6412","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",77.545,334,58,10,1695,2022,1096046,1095724,1.05e-46,185
"6413","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",83.254,209,26,7,1822,2025,1094160,1093956,3.77e-46,183
"6414","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",79.297,256,43,7,1532,1780,1094075,1093823,2.94e-42,171
"6415","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",74.265,408,96,8,49,450,1995511,1995915,4.91e-40,163
"6416","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",78.109,201,32,10,340,534,332990,332796,3.88e-26,117
"6417","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",76.214,206,39,7,340,540,841850,842050,3.91e-21,100
"6418","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",73.148,324,67,9,118,428,1620304,1619988,1.41e-20,99
"6419","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",77.193,114,23,3,316,429,1190603,1190493,5.13e-10,63.9
"6420","PE_PGRS24_1~~~PE_PGRS18~~~vgb","NC_002945.4",88.235,51,6,0,316,366,1193227,1193177,1.84e-09,62.1
"6421","PE_PGRS24_1","NC_002945.4",98.197,610,5,5,423,1026,1491696,1491087,0,1061
"6422","PE_PGRS24_1","NC_002945.4",100,437,0,0,1,437,1492409,1491973,0,808
"6423","PE_PGRS24_1","NC_002945.4",99.11,337,3,0,984,1320,1490934,1490598,1.2e-173,606
"6424","PE_PGRS24_1","NC_002945.4",74.352,386,90,8,49,428,1995511,1995893,5.23e-38,156
"6425","PE_PGRS24_1","NC_002945.4",73.874,333,67,9,118,437,1620304,1619979,8.88e-26,115
"6426","PE_PGRS24_1","NC_002945.4",77.67,206,32,8,340,535,841850,842051,3.19e-25,113
"6427","PE_PGRS24_1","NC_002945.4",86.735,98,13,0,340,437,332990,332893,4.13e-24,110
"6428","PE_PGRS24_1","NC_002945.4",78.761,113,21,3,316,428,1190603,1190494,5.42e-13,73.1
"6429","PE_PGRS24_1","NC_002945.4",77.876,113,22,3,316,428,1193227,1193118,2.52e-11,67.6
"6430","PE_PGRS52~~~PE_PGRS52_1~~~PE_PGRS38~~~PE_PGRS38_2~~~PE_PGRS38_1","NC_002945.4",100,1339,0,0,1074,2412,3759260,3760598,0,2473
"6431","PE_PGRS52~~~PE_PGRS52_1~~~PE_PGRS38~~~PE_PGRS38_2~~~PE_PGRS38_1","NC_002945.4",99.411,679,4,0,429,1107,1986499,1985821,0,1232
"6432","PE_PGRS52~~~PE_PGRS52_1~~~PE_PGRS38~~~PE_PGRS38_2~~~PE_PGRS38_1","NC_002945.4",99.394,330,1,1,1,330,1987826,1987498,1.33e-170,597
"6433","PE_PGRS52~~~PE_PGRS52_1~~~PE_PGRS38~~~PE_PGRS38_2~~~PE_PGRS38_1","NC_002945.4",96.269,134,3,2,313,445,1986658,1986790,1.21e-56,219
"6434","PE_PGRS52~~~PE_PGRS52_1~~~PE_PGRS38~~~PE_PGRS38_2~~~PE_PGRS38_1","NC_002945.4",90.909,44,4,0,332,375,841506,841463,7.77e-09,60.2
"6435","group_3594","NC_002945.4",99.842,1269,2,0,1,1269,2775552,2774284,0,2333
"6436","group_3594","NC_002945.4",98.475,787,12,0,1191,1977,1189683,1188897,0,1387
"6437","PE_PGRS37","NC_002945.4",98.483,725,6,4,462,1182,2372409,2373132,0,1273
"6438","PE_PGRS37","NC_002945.4",100,510,0,0,1,510,2775193,2775702,0,942
"6439","metH_1~~~metH~~~metH_2","NC_002945.4",99.972,3579,1,0,1,3579,2370876,2367298,0,6604
"6440","PE_PGRS20~~~PE_PGRS25_1~~~PE_PGRS19","NC_002945.4",99.754,1627,4,0,1362,2988,1192871,1191245,0,2983
"6441","PE_PGRS20~~~PE_PGRS25_1~~~PE_PGRS19","NC_002945.4",98.382,1483,19,3,1,1482,3876605,3878083,0,2601
"6442","PE_PGRS20~~~PE_PGRS25_1~~~PE_PGRS19","NC_002945.4",76.25,800,152,28,1718,2501,1192188,1191411,3.01e-108,390
"6443","PE_PGRS61~~~frdC","NC_002945.4",100,3252,0,0,1561,4812,3890832,3894083,0,6006
"6444","PE_PGRS61~~~frdC","NC_002945.4",89.46,2372,193,37,1,2330,3888267,3890623,0,2942
"6445","PE_PGRS61~~~frdC","NC_002945.4",71.003,638,136,33,82,681,1635539,1634913,5.49e-23,108
"6446","PE_PGRS61~~~frdC","NC_002945.4",71.003,638,136,33,82,681,1639303,1638677,5.49e-23,108
"6447","PE_PGRS61~~~frdC","NC_002945.4",74.886,219,50,5,308,525,2083831,2083617,4.27e-19,95.3
"6448","PE_PGRS24~~~PE_PGRS33_1~~~PE_PGRS33","NC_002945.4",98.873,1952,14,7,570,2517,3699796,3697849,0,3476
"6449","PE_PGRS24~~~PE_PGRS33_1~~~PE_PGRS33","NC_002945.4",97.428,1244,18,4,4568,5810,338886,337656,0,2108
"6450","PE_PGRS24~~~PE_PGRS33_1~~~PE_PGRS33","NC_002945.4",96.842,1235,25,10,2946,4170,3879010,3880240,0,2052
"6451","PE_PGRS24~~~PE_PGRS33_1~~~PE_PGRS33","NC_002945.4",93.506,770,38,11,2365,3125,3878327,3879093,0,1134
"6452","PE_PGRS24~~~PE_PGRS33_1~~~PE_PGRS33","NC_002945.4",98.52,608,0,1,1,599,2057547,2056940,0,1064
"6453","PE_PGRS24~~~PE_PGRS33_1~~~PE_PGRS33","NC_002945.4",96.853,572,13,5,4081,4651,1192333,1191766,0,952
"6454","PE_PGRS24~~~PE_PGRS33_1~~~PE_PGRS33","NC_002945.4",74.752,1208,206,52,4572,5722,841585,842750,9.7e-126,449
"6455","PE_PGRS24~~~PE_PGRS33_1~~~PE_PGRS33","NC_002945.4",88.27,341,37,2,5552,5892,1490935,1490598,2.13e-112,405
"6456","PE_PGRS24~~~PE_PGRS33_1~~~PE_PGRS33","NC_002945.4",79.303,459,86,7,1,453,834805,835260,1.33e-84,313
"6457","PE_PGRS24~~~PE_PGRS33_1~~~PE_PGRS33","NC_002945.4",74.695,573,121,18,4080,4643,1192010,1191453,1.06e-60,233
"6458","group_3595","NC_002945.4",96.593,998,22,11,69,1056,673503,674498,0,1644
"6459","group_3596","NC_002945.4",99.42,690,4,0,230,919,673774,674463,0,1253
"6460","group_3596","NC_002945.4",99.528,424,2,0,900,1323,675194,675617,0,773
"6461","group_3596","NC_002945.4",100,240,0,0,1,240,673500,673739,1e-124,444
"6462","group_3596","NC_002945.4",79.085,153,28,4,900,1050,3699492,3699642,6.93e-22,102
"6463","group_3597","NC_002945.4",99.259,405,3,0,1,405,2344458,2344054,0,732
"6464","group_3597","NC_002945.4",100,337,0,0,387,723,150851,151187,6.45e-179,623
"6465","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",86.367,1577,159,25,453,2007,339707,338165,0,1670
"6466","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",87.579,1425,135,22,691,2097,336706,335306,0,1613
"6467","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",85.368,1196,121,34,1,1160,337330,336153,0,1190
"6468","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",86.595,1022,103,25,1621,2628,335698,334697,0,1098
"6469","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",75.568,2157,416,71,1,2087,1987826,1985711,0,961
"6470","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",82.025,1057,132,34,1,1025,334433,333403,0,846
"6471","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",84.449,881,110,10,1,881,340075,339222,0,843
"6472","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",77.452,989,176,29,1137,2094,333426,332454,1.48e-155,547
"6473","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",74.958,1186,223,43,36,1160,840352,841524,1.97e-134,477
"6474","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",70.673,2646,552,144,38,2561,925818,928361,1.59e-105,381
"6475","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",79.2,500,83,12,1,482,834805,835301,2.1e-89,327
"6476","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",72.664,1006,229,30,1567,2549,339748,338766,7.68e-79,292
"6477","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",72.454,1031,228,39,328,1342,927370,928360,5.98e-75,279
"6478","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",75,568,98,27,1567,2097,334106,333546,1.02e-57,222
"6479","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",72.314,1033,176,66,1566,2549,840643,841614,1.02e-57,222
"6480","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",71.353,761,155,45,328,1061,837885,838609,1.06e-32,139
"6481","PE_PGRS2~~~PE_PGRS15~~~PE_PGRS10~~~PE_PGRS25_2~~~PE_PGRS25~~~PE_PGRS61~~~PE_PGRS15_1~~~PE_PGRS15_2~~~PE_PGRS24","NC_002945.4",81.325,166,28,3,1540,1704,926090,926253,1.77e-30,132
"6482","PE_PGRS50b~~~PE_PGRS38","NC_002945.4",98.117,4196,37,17,790,4955,3699840,3695657,0,7273
"6483","PE_PGRS50b~~~PE_PGRS38","NC_002945.4",94.509,601,18,9,1,601,623943,624528,0,913
"6484","PE_PGRS50b~~~PE_PGRS38","NC_002945.4",99.772,439,1,0,4800,5238,2408607,2408169,0,806
"6485","PE_PGRS50b~~~PE_PGRS38","NC_002945.4",99.528,424,2,0,451,874,841553,841976,0,773
"6486","PE_PGRS50b~~~PE_PGRS38","NC_002945.4",78.685,441,75,9,452,881,338913,338481,1.55e-73,276
"6487","PE_PGRS50b~~~PE_PGRS38","NC_002945.4",79.218,409,70,7,452,851,333289,332887,7.2e-72,270
"6488","PE_PGRS50b~~~PE_PGRS38","NC_002945.4",76.923,481,95,14,22,494,3985682,3985210,1.56e-68,259
"6489","PE_PGRS50b~~~PE_PGRS38","NC_002945.4",86,100,12,2,748,846,1492070,1491972,2.15e-22,106
"6490","PE_PGRS50b~~~PE_PGRS38","NC_002945.4",82.524,103,10,7,748,846,1995805,1995903,1.01e-15,84.2
"6491","group_1679","NC_002945.4",99.814,3229,3,1,825,4053,2775691,2772466,0,5927
"6492","group_1679","NC_002945.4",99.068,858,1,1,1,851,2776444,2775587,0,1533
"6493","group_3598","NC_002945.4",99.757,411,1,0,232,642,1387398,1387808,0,754
"6494","group_3598","NC_002945.4",99.606,254,1,0,1,254,3884661,3884408,3.66e-131,464
