"","name","start","end","strand","length","pid","gene","synonym","product","proteinid","feature","gene_type","MbovID","Gene","id","len","extra_id","Mtb_ID","col","fill","lty","lwd","pch","cex"
"3735","BQ2027_MB3693",4052586,4053104,1,172,"A0A1R3Y4S2","-","BQ2027_MB3693","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN","SIU02321.1","CDS","bars","Mb3693"," -",NA," len 172 aa. ",NA,"Rv3669","blue","blue",1,1,8,1
"3736","ephE",4053105,4054088,1,327,"A0A1R3Y4U4","ephE","BQ2027_MB3694","POSSIBLE EPOXIDE HYDROLASE EPHE (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE)","SIU02322.1","CDS","bars","Mb3694"," ephE",NA," len 327 aa. ",NA,"Rv3670","blue","blue",1,1,8,1
"3737","BQ2027_MB3695C",4054081,4055274,-1,397,"A0A1R3Y4V3","-","BQ2027_MB3695C","membrane-associated serine protease","SIU02323.1","CDS","bars","Mb3695c"," -",NA," len 397 aa. ",NA,"Rv3671c","blue","blue",1,1,8,1
"3738","BQ2027_MB3696C",4055280,4056101,-1,273,"A0A1R3Y4V2","-","BQ2027_MB3696C","NTP pyrophosphohydrolases including oxidative damage repair enzymes","SIU02324.1","CDS","bars","Mb3696c"," -",NA," len 273 aa. ",NA,"Rv3672c","blue","blue",1,1,8,1
"3739","BQ2027_MB3697C",4056233,4056916,-1,227,"A0A1R3Y6F2","-","BQ2027_MB3697C","POSSIBLE MEMBRANE-ANCHORED THIOREDOXIN-LIKE PROTEIN (THIOL-DISULFIDE INTERCHANGE RELATED PROTEIN)","SIU02325.1","CDS","bars","Mb3697c"," -",NA," len 227 aa. ",NA,"Rv3673c","blue","blue",1,1,8,1
"3740","nth",4056916,4057653,-1,245,"P63541","nth","BQ2027_MB3698C","PROBABLE ENDONUCLEASE III NTH (DNA-(APURINIC OR APYRIMIDINIC SITE)LYASE) (AP LYASE) (AP ENDONUCLEASE CLASS I) (ENDODEOXYRIBONUCLEASE (APURINIC OR APYRIMIDINIC)) (DEOXYRIBONUCLEASE (APURINIC OR APYRIMIDINIC))","SIU02326.1","CDS","bars","Mb3698c"," nth",NA," len 245 aa. ",NA,"Rv3674c","blue","blue",1,1,8,1
"3741","BQ2027_MB3699",4057761,4058138,1,125,"A0A1R3Y4V8","-","BQ2027_MB3699","POSSIBLE MEMBRANE PROTEIN","SIU02327.1","CDS","bars","Mb3699"," -",NA," len 125 aa. ",NA,"Rv3675","blue","blue",1,1,8,1
"3742","crp",4058237,4058911,1,224,"A0A1R3Y4Y5","crp","BQ2027_MB3700","transcriptional regulatory protein crp (crp/fnr-family)","SIU02328.1","CDS","bars","Mb3700"," -",NA," len 224 aa. ",NA,"Rv3676","blue","blue",1,1,8,1
"3743","BQ2027_MB3701C",4059017,4059811,-1,264,"A0A1R3Y4X3","-","BQ2027_MB3701C","possible hydrolase","SIU02329.1","CDS","bars","Mb3701c"," -",NA," len 264 aa. ",NA,"Rv3677c","blue","blue",1,1,8,1
"3744","BQ2027_MB3702C",4059818,4060273,-1,151,"A0A1R3Y4U3","-","BQ2027_MB3702C","RidA/YER057c/UK114 superfamily, group 1","SIU02330.1","CDS","bars","Mb3702c"," -",NA," len 151 aa. ",NA,"Rv3678c","blue","blue",1,1,8,1
"3745","BQ2027_MB3703C",4060289,4060450,-1,53,"A0A1R3Y4V1","-","BQ2027_MB3703C","translation initiation","SIU02331.1","CDS","bars","Mb3703c"," -",NA," len 53 aa. ",NA,"Rv3678A","blue","blue",1,1,8,1
"3746","BQ2027_MB3704",4060535,4061557,1,340,"P65090","-","BQ2027_MB3704","PROBABLE ANION TRANSPORTER ATPASE","SIU02332.1","CDS","bars","Mb3704"," -",NA," len 340 aa. ",NA,"Rv3679","blue","blue",1,1,8,1
"3747","BQ2027_MB3705",4061554,4062714,1,386,"A0A1R3Y4W6","-","BQ2027_MB3705","PROBABLE ANION TRANSPORTER ATPASE","SIU02333.1","CDS","bars","Mb3705"," -",NA," len 386 aa. ",NA,"Rv3680","blue","blue",1,1,8,1
"3748","whiB4",4062957,4063313,-1,118,"A0A1R3Y4W3","whiB4","BQ2027_MB3706C","probable transcriptional regulatory protein whib-like whib4","SIU02334.1","CDS","bars","Mb3706c"," whiB4",NA," len 118 aa. ",NA,"Rv3681c","blue","blue",1,1,8,1
"3749","ponA2",4063675,4066107,1,810,"A0A1R3Y6G6","ponA2","BQ2027_MB3707","PROBABLE BIFUNCTIONAL MEMBRANE-ASSOCIATED PENICILLIN-BINDING PROTEIN 1A/1B PONA2 (MUREIN POLYMERASE) [INCLUDES PENICILLIN-INSENSITIVE TRANSGLYCOSYLASE (PEPTIDOGLYCAN TGASE) + PENICILLIN-SENSITIVE TRANSPEPTIDASE (DD-TRANSPEPTIDASE)]","SIU02335.1","CDS","bars","Mb3707"," ponA2",NA," len 810 aa. ",NA,"Rv3682","blue","blue",1,1,8,1
"3750","BQ2027_MB3708",4066176,4067135,1,319,"A0A1R3Y5C0","-","BQ2027_MB3708","Predicted phosphohydrolases","SIU02336.1","CDS","bars","Mb3708"," -",NA," len 319 aa. ",NA,"Rv3683","blue","blue",1,1,8,1
"3751","BQ2027_MB3709",4067198,4068238,1,346,"A0A1R3Y4W2","-","BQ2027_MB3709","PROBABLE LYASE","SIU02337.1","CDS","bars","Mb3709"," -",NA," len 346 aa. ",NA,"Rv3684","blue","blue",1,1,8,1
"3752","cyp137",4069054,4070484,-1,476,"A0A1R3Y4Z7","cyp137","BQ2027_MB3710C","PROBABLE CYTOCHROME P450 137 CYP137","SIU02338.1","CDS","bars","Mb3710c"," cyp137",NA," len 476 aa. ",NA,"Rv3685c","blue","blue",1,1,8,1
"3753","BQ2027_MB3711C",4070510,4070842,-1,110,"A0A1R3Y4Y3","-","BQ2027_MB3711C","CONSERVED HYPOTHETICAL PROTEIN","SIU02339.1","CDS","bars","Mb3711c"," -",NA," len 110 aa. ",NA,"Rv3686c","blue","blue",1,1,8,1
"3754","rsfb",4071082,4071327,-1,81,"A0A1R3Y4V0","rsfb","BQ2027_MB3712C","anti-anti-sigma factor rsfb (anti-sigma factor antagonist) (regulator of sigma f b)","SIU02340.1","CDS","bars","Mb3712c"," -",NA," len 81 aa. ",NA,"Rv3687c","blue","blue",1,1,8,1
"3755","BQ2027_MB3713C",4071652,4072116,-1,154,"A0A1R3Y4W4","-","BQ2027_MB3713C","GatB/Yqey domain-containing protein","SIU02341.1","CDS","bars","Mb3713c"," -",NA," len 154 aa. ",NA,"Rv3688c","blue","blue",1,1,8,1
"3756","BQ2027_MB3714",4072116,4073471,1,451,"A0A1R3Y4X6","-","BQ2027_MB3714","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN","SIU02342.1","CDS","bars","Mb3714"," -",NA," len 451 aa. ",NA,"Rv3689","blue","blue",1,1,8,1
"3757","BQ2027_MB3715",4073498,4074151,1,217,"A0A1R3Y4X0","-","BQ2027_MB3715","PROBABLE CONSERVED MEMBRANE PROTEIN","SIU02343.1","CDS","bars","Mb3715"," -",NA," len 217 aa. ",NA,"Rv3690","blue","blue",1,1,8,1
"3758","BQ2027_MB3716",4074277,4075278,1,333,"A0A1R3Y4X1","-","BQ2027_MB3716","putative secreted protein","SIU02344.1","CDS","bars","Mb3716"," -",NA," len 333 aa. ",NA,"Rv3691","blue","blue",1,1,8,1
"3759","moxR2",4075275,4076351,1,358,"A0A1R3Y6H5","moxR2","BQ2027_MB3717","probable methanol dehydrogenase transcriptional regulatory protein moxr2","SIU02345.1","CDS","bars","Mb3717"," moxR2",NA," len 358 aa. ",NA,"Rv3692","blue","blue",1,1,8,1
"3760","BQ2027_MB3718",4076485,4077807,1,440,"A0A1R3Y5C2","-","BQ2027_MB3718","POSSIBLE CONSERVED MEMBRANE PROTEIN","SIU02346.1","CDS","bars","Mb3718"," -",NA," len 440 aa. ",NA,"Rv3693","blue","blue",1,1,8,1
"3761","BQ2027_MB3719C",4077881,4078873,-1,330,"A0A1R3Y4X7","-","BQ2027_MB3719C","POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN","SIU02347.1","CDS","bars","Mb3719c"," -",NA," len 330 aa. ",NA,"Rv3694c","blue","blue",1,1,8,1
"3762","BQ2027_MB3720",4078965,4079897,1,310,"A0A1R3Y501","-","BQ2027_MB3720","POSSIBLE CONSERVED MEMBRANE PROTEIN","SIU02348.1","CDS","bars","Mb3720"," -",NA," len 310 aa. ",NA,"Rv3695","blue","blue",1,1,8,1
"3763","glpKb",4079961,4080758,-1,265,"A0A1R3Y4Z5","glpKb","BQ2027_MB3721C","PROBABLE GLYCEROL KINASE GLPKB [SECOND PART] (ATPGLYCEROL 3-PHOSPHOTRANSFERASE)(GLYCEROKINASE) (GK)","SIU02349.1","CDS","bars","Mb3721c"," glpKb",NA," len 265 aa. ",NA,"Rv3696c","blue","blue",1,1,8,1
"3764","glpKa",4080760,4081515,-1,251,"A0A1R3Y4V7","glpKa","BQ2027_MB3722C","PROBABLE GLYCEROL KINASE GLPKA [FIRST PART] (ATPGLYCEROL 3-PHOSPHOTRANSFERASE)(GLYCEROKINASE) (GK)","SIU02350.1","CDS","bars","Mb3722c"," glpKa",NA," len 251 aa. ",NA,"Rv3696c","blue","blue",1,1,8,1
"3765","vapc48",4081565,4082002,-1,145,"A0A1R3Y4X2","vapc48","BQ2027_MB3723C","possible toxin vapc48. contains pin domain.","SIU02351.1","CDS","bars","Mb3723c"," -",NA," len 145 aa. ",NA,"Rv3697c","blue","blue",1,1,8,1
"3766","vapB48",4081999,4082223,-1,74,"A0A1R3Y4Y9","vapB48","BQ2027_MB3723A","Possible antitoxin VapB48","SIU02352.1","CDS","bars","Mb3723A"," len 74 aa. "," Rv3697A"," from Mycobacterium tuberculosis strain H37Rv",NA," Rv3697A","blue","blue",1,1,8,1
"3767","BQ2027_MB3724",4082253,4083782,1,509,"A0A1R3Y4Y8","-","BQ2027_MB3724","Glutamate-Cysteine ligase","SIU02353.1","CDS","bars","Mb3724"," -",NA," len 509 aa. ",NA,"Rv3698","blue","blue",1,1,8,1
"3768","BQ2027_MB3725",4083804,4084505,1,233,"A0A1R3Y4Y6","-","BQ2027_MB3725","SAM-dependent methyltransferase","SIU02354.1","CDS","bars","Mb3725"," -",NA," len 233 aa. ",NA,"Rv3699","blue","blue",1,1,8,1
"3769","egtE",4084508,4085680,-1,390,"A0A1R3Y6I0","egtE","BQ2027_MB3726C","Pyridoxal-phosphate-dependent protein EgtE (ergothioneine synthase)","SIU02355.1","CDS","bars","Mb3726c"," -",NA," len 390 aa. ",NA,"Rv3700c","blue","blue",1,1,8,1
"3770","egtD",4085711,4086676,-1,321,"A0A1R3Y5C8","egtD","BQ2027_MB3727C","L-histidine N(alpha)-methyltransferase (EC","SIU02356.1","CDS","bars","Mb3727c"," -",NA," len 321 aa. ",NA,"Rv3701c","blue","blue",1,1,8,1
"3771","egtC",4086673,4087374,-1,233,"A0A1R3Y4X8","egtC","BQ2027_MB3728C","Amidohydrolase EgtC (hercynylcysteine sulfoxide synthase)","SIU02357.1","CDS","bars","Mb3728c"," -",NA," len 233 aa. ",NA,"Rv3702c","blue","blue",1,1,8,1
"3772","egtB",4087374,4088651,-1,425,"A0A1R3Y510","egtB","BQ2027_MB3729C","Iron(II)-dependent oxidoreductase EgtB (hercynine sythase)","SIU02358.1","CDS","bars","Mb3729c"," -",NA," len 425 aa. ",NA,"Rv3703c","blue","blue",1,1,8,1
"3773","gshA",4088648,4089946,-1,432,"A0A1R3Y503","gshA","BQ2027_MB3730C","GLUTAMATE--CYSTEINE LIGASE GSHA (GAMMA-GLUTAMYLCYSTEINE SYNTHETASE) (GAMMA-ECS) (GCS) (GAMMA-GLUTAMYL-L-CYSTEINE SYNTHETASE)","SIU02359.1","CDS","bars","Mb3730c"," gshA",NA," len 432 aa. ",NA,"Rv3704c","blue","blue",1,1,8,1
"3774","BQ2027_MB3731C",4090078,4090722,-1,214,"A0A1R3Y4W8","-","BQ2027_MB3731C","conserved protein","SIU02360.1","CDS","bars","Mb3731c"," -",NA," len 214 aa. ",NA,"Rv3705c","blue","blue",1,1,8,1
"3775","BQ2027_MB3732C",4090851,4091240,-1,129,"A0A1R3Y4Z0","-","BQ2027_MB3732C","CONSERVED HYPOTHETICAL PROLINE RICH PROTEIN","SIU02361.1","CDS","bars","Mb3732c"," -",NA," len 129 aa. ",NA,"Rv3705A","blue","blue",1,1,8,1
"3776","BQ2027_MB3733C",4091351,4091671,-1,106,"A0A1R3Y4Z6","-","BQ2027_MB3733C","CONSERVED HYPOTHETICAL PROLINE RICH PROTEIN","SIU02362.1","CDS","bars","Mb3733c"," -",NA," len 106 aa. ",NA,"Rv3706c","blue","blue",1,1,8,1
"3777","BQ2027_MB3734C",4091790,4092800,-1,336,"A0A1R3Y4Z1","-","BQ2027_MB3734C","CONSERVED HYPOTHETICAL PROTEIN","SIU02363.1","CDS","bars","Mb3734c"," -",NA," len 336 aa. ",NA,"Rv3707c","blue","blue",1,1,8,1
"3778","asd",4092940,4093977,-1,345,"P0A543","asd","BQ2027_MB3735C","ASPARTATE-SEMIALDEHYDE DEHYDROGENASE ASD (ASA DEHYDROGENASE) (ASADH) (ASPARTIC SEMIALDEHYDE DEHYDROGENASE) (L-ASPARTATE-BETA-SEMIALDEHYDE DEHYDROGENASE)","SIU02364.1","CDS","bars","Mb3735c"," asd",NA," len 345 aa. ",NA,"Rv3708c","blue","blue",1,1,8,1
"3779","ask",4093978,4095243,-1,421,"P0A4Z9","ask","BQ2027_MB3736C","ASPARTOKINASE ASK (ASPARTATE KINASE) [CONTAINS ASPARTOKINASE ALPHA SUBUNIT (ASK-ALPHA); AND ASPARTOKINASE BETA SUBUNIT (ASK-BETA)]","SIU02365.1","CDS","bars","Mb3736c"," ask",NA," len 421 aa. ",NA,"Rv3709c","blue","blue",1,1,8,1
"3780","leuA",4095500,4097605,1,701,"Q7TVV6","leuA","BQ2027_MB3737","2-isopropylmalate synthase leua (alpha-isopropylmalate synthase) (alpha-ipm synthetase) (ipms)","SIU02366.1","CDS","bars","Mb3737"," leuA",NA," len 701 aa.","Rv3710","Rv3710","blue","blue",1,1,8,1
"3781","dnaQ",4097671,4098660,-1,329,"A0A1R3Y4Y4","dnaQ","BQ2027_MB3738C","probable dna polymerase iii (epsilon subunit) dnaq","SIU02367.1","CDS","bars","Mb3738c"," dnaQ",NA," len 329 aa. ",NA,"Rv3711c","blue","blue",1,1,8,1
"3782","BQ2027_MB3739",4098853,4100094,1,413,"A0A1R3Y514","-","BQ2027_MB3739","POSSIBLE LIGASE","SIU02368.1","CDS","bars","Mb3739"," -",NA," len 413 aa. ",NA,"Rv3712","blue","blue",1,1,8,1
"3783","cobQ2",4100099,4100794,1,231,"A0A1R3Y524","cobQ2","BQ2027_MB3740","POSSIBLE COBYRIC ACID SYNTHASE COBQ2","SIU02369.1","CDS","bars","Mb3740"," cobQ2",NA," len 231 aa. ",NA,"Rv3713","blue","blue",1,1,8,1
"3784","BQ2027_MB3741C",4100803,4101693,-1,296,"A0A1R3Y4Y1","-","BQ2027_MB3741C","CONSERVED HYPOTHETICAL PROTEIN","SIU02370.1","CDS","bars","Mb3741c"," -",NA," len 296 aa. ",NA,"Rv3714c","blue","blue",1,1,8,1
"3785","recR",4101761,4102372,-1,203,"P65991","recR","BQ2027_MB3742C","probable recombination protein recr","SIU02371.1","CDS","bars","Mb3742c"," recR",NA," len 203 aa. ",NA,"Rv3715c","blue","blue",1,1,8,1
"3786","BQ2027_MB3743C",4102384,4102785,-1,133,"P0A655","-","BQ2027_MB3743C","Nucleoid-associated protein YaaK","SIU02372.1","CDS","bars","Mb3743c"," -",NA," len 133 aa. ",NA,"Rv3716c","blue","blue",1,1,8,1
"3787","BQ2027_MB3744",4102920,4103645,1,241,"A0A1R3Y4Z8","-","BQ2027_MB3744","N-acetylmuramoyl-L-alanine amidase (EC","SIU02373.1","CDS","bars","Mb3744"," -",NA," len 241 aa. ",NA,"Rv3717","blue","blue",1,1,8,1
"3788","BQ2027_MB3745C",4103687,4104130,-1,147,"A0A1R3Y509","-","BQ2027_MB3745C","conserved protein","SIU02374.1","CDS","bars","Mb3745c"," -",NA," len 147 aa. ",NA,"Rv3718c","blue","blue",1,1,8,1
"3789","BQ2027_MB3746",4104178,4105590,1,470,"A0A1R3Y6K4","-","BQ2027_MB3746","FAD/FMN-containing dehydrogenase Mvan_5531","SIU02375.1","CDS","bars","Mb3746"," -",NA," len 470 aa. ",NA,"Rv3719","blue","blue",1,1,8,1
"3790","BQ2027_MB3747",4105608,4106870,1,420,"A0A1R3Y5D8","-","BQ2027_MB3747","POSSIBLE FATTY ACID SYNTHASE","SIU02376.1","CDS","bars","Mb3747"," -",NA," len 420 aa. ",NA,"Rv3720","blue","blue",1,1,8,1
"3791","dnaZX",4106867,4108603,-1,578,"P63976","dnaZX","BQ2027_MB3748C","DNA POLYMERASE III (SUBUNIT GAMMA/TAU) DNAZ/X","SIU02377.1","CDS","bars","Mb3748c"," dnaZX",NA," len 578 aa. ",NA,"Rv3721c","blue","blue",1,1,8,1
"3792","BQ2027_MB3749C",4108693,4110000,-1,435,"A0A1R3Y516","-","BQ2027_MB3749C","Aspartate transaminase (EC","SIU02378.1","CDS","bars","Mb3749c"," -",NA," len 435 aa. ",NA,"Rv3722c","blue","blue",1,1,8,1
"3793","BQ2027_MB3750",4110408,4111172,1,254,"A0A1R3Y537","-","BQ2027_MB3750","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN","SIU02379.1","CDS","bars","Mb3750"," -",NA," len 254 aa. ",NA,"Rv3723","blue","blue",1,1,8,1
"3794","cut5",4111339,4112040,1,233,"A0A1R3Y4Z4","cut5","BQ2027_MB3751","probable cutinase [second part] cut5b","SIU02380.1","CDS","bars","Mb3751"," cut5",NA," len 233 aa. ",NA,"Rv3724A (cut5a) and Rv3724B (cut5b)","blue","blue",1,1,8,1
"3795","BQ2027_MB3752",4112085,4113086,1,333,"A0A1R3Y527","-","BQ2027_MB3752","possible oxidoreductase","SIU02381.1","CDS","bars","Mb3752"," -",NA," len 333 aa. ",NA,"Rv3725","blue","blue",1,1,8,1
"3796","BQ2027_MB3753",4113293,4114486,1,397,"A0A1R3Y528","-","BQ2027_MB3753","possible dehydrogenase","SIU02382.1","CDS","bars","Mb3753"," -",NA," len 397 aa. ",NA,"Rv3726","blue","blue",1,1,8,1
"3797","BQ2027_MB3754",4114827,4116635,1,602,"A0A1R3Y506","-","BQ2027_MB3754","POSSIBLE OXIDOREDUCTASE","SIU02383.1","CDS","bars","Mb3754"," -",NA," len 602 aa. ",NA,"Rv3727","blue","blue",1,1,8,1
"3798","BQ2027_MB3755",4116745,4119942,1,1065,"A0A1R3Y515","-","BQ2027_MB3755","PROBABLE CONSERVED TWO-DOMAIN MEMBRANE PROTEIN","SIU02384.1","CDS","bars","Mb3755"," -",NA," len 1065 aa. ",NA,"Rv3728","blue","blue",1,1,8,1
"3799","BQ2027_MB3756",4120157,4122487,1,776,"A0A1R3Y6L4","-","BQ2027_MB3756","POSSIBLE TRANSFERASE","SIU02385.1","CDS","bars","Mb3756"," -",NA," len 776 aa. ",NA,"Rv3729","blue","blue",1,1,8,1
"3800","BQ2027_MB3757C",4122552,4123592,-1,346,"A0A1R3Y5E6","-","BQ2027_MB3757C","ATP-dependent DNA ligase (EC","SIU02386.1","CDS","bars","Mb3757c"," -",NA," len 346 aa. ",NA,"Rv3730c","blue","blue",1,1,8,1
"3801","ligC",4123630,4124706,1,358,"A0A1R3Y525","ligC","BQ2027_MB3758","possible atp-dependent dna ligase ligc (polydeoxyribonucleotide synthase [atp]) (polynucleotide ligase [atp]) (sealase) (dna repair protein) (dna joinase)","SIU02387.1","CDS","bars","Mb3758"," ligC",NA," len 358 aa. ",NA,"Rv3731","blue","blue",1,1,8,1
"3802","BQ2027_MB3759",4124806,4125864,1,352,"A0A1R3Y522","-","BQ2027_MB3759","conserved protein","SIU02388.1","CDS","bars","Mb3759"," -",NA," len 352 aa. ",NA,"Rv3732","blue","blue",1,1,8,1
"3803","BQ2027_MB3760C",4125884,4126384,-1,166,"A0A1R3Y548","-","BQ2027_MB3760C","MutT/Nudix family protein","SIU02389.1","CDS","bars","Mb3760c"," -",NA," len 166 aa. ",NA,"Rv3733c","blue","blue",1,1,8,1
"3804","tgs2",4126398,4127762,-1,454,"P67211","tgs2","BQ2027_MB3761C","putative triacylglycerol synthase (diacylglycerol acyltransferase) tgs2","SIU02390.1","CDS","bars","Mb3761c"," -",NA," len 454 aa. ",NA,"Rv3734c","blue","blue",1,1,8,1
"3805","BQ2027_MB3762",4127961,4128449,1,162,"A0A1R3Y531","-","BQ2027_MB3762","CONSERVED HYPOTHETICAL PROTEIN","SIU02391.1","CDS","bars","Mb3762"," -",NA," len 162 aa. ",NA,"Rv3735","blue","blue",1,1,8,1
"3806","BQ2027_MB3763",4128506,4129567,1,353,"A0A1R3Y533","-","BQ2027_MB3763","TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARAC/XYLS-FAMILY)","SIU02392.1","CDS","bars","Mb3763"," -",NA," len 353 aa. ",NA,"Rv3736","blue","blue",1,1,8,1
"3807","BQ2027_MB3764",4129571,4131160,1,529,"A0A1R3Y517","-","BQ2027_MB3764","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN","SIU02393.1","CDS","bars","Mb3764"," -",NA," len 529 aa. ",NA,"Rv3737","blue","blue",1,1,8,1
"3808","PPE66",4131157,4131513,-1,118,"A0A1R3Y518","PPE66","BQ2027_MB3765C","ppe family protein ppe66","SIU02394.1","CDS","bars","Mb3765c"," PPE66",NA," len 118 aa. ",NA,"Rv3738c","blue","blue",1,1,8,1
"3809","BQ2027_MB3766C",4131539,4132885,-1,448,"A0A1R3Y6M1","-","BQ2027_MB3766C","possible triacylglycerol synthase (diacylglycerol acyltransferase)","SIU02395.1","CDS","bars","Mb3766c"," -",NA," len 448 aa. ",NA,"Rv3740c","blue","blue",1,1,8,1
"3810","BQ2027_MB3767C",4132885,4133559,-1,224,"A0A1R3Y5F4","-","BQ2027_MB3767C","POSSIBLE OXIDOREDUCTASE","SIU02396.1","CDS","bars","Mb3767c"," -",NA," len 224 aa. ",NA,"Rv3741c","blue","blue",1,1,8,1
"3811","BQ2027_MB3768C",4133556,4133951,-1,131,"A0A1R3Y538","-","BQ2027_MB3768C","POSSIBLE OXIDOREDUCTASE","SIU02397.1","CDS","bars","Mb3768c"," -",NA," len 131 aa. ",NA,"Rv3742c","blue","blue",1,1,8,1
"3812","ctpJ",4134097,4136079,-1,660,"A0A1R3Y539","ctpJ","BQ2027_MB3769C","probable cation transporter p-type atpase ctpj","SIU02398.1","CDS","bars","Mb3769c"," ctpJ",NA," len 660 aa. ",NA,"Rv3743c","blue","blue",1,1,8,1
"3813","nmtr",4136146,4136508,1,120,"A0A1R3Y562","nmtr","BQ2027_MB3770","metal sensor transcriptional regulator (arsr-smtb family)","SIU02399.1","CDS","bars","Mb3770"," -",NA," len 120 aa. ",NA,"Rv3744","blue","blue",1,1,8,1
"3814","BQ2027_MB3771C",4136592,4136804,-1,70,"A0A1R3Y523","-","BQ2027_MB3771C","CONSERVED HYPOTHETICAL PROTEIN","SIU02400.1","CDS","bars","Mb3771c"," -",NA," len 70 aa. ",NA,"Rv3745c","blue","blue",1,1,8,1
"3815","PE34",4136877,4137212,-1,111,"A0A1R3Y541","PE34","BQ2027_MB3772C","probable pe family protein pe34 (pe family-related protein)","SIU02401.1","CDS","bars","Mb3772c"," PE34",NA," len 111 aa. ",NA,"Rv3746c","blue","blue",1,1,8,1
"3816","BQ2027_MB3773",4137430,4137813,1,127,"A0A1R3Y536","-","BQ2027_MB3773","link to PE family","SIU02402.1","CDS","bars","Mb3773"," -",NA," len 127 aa. ",NA,"Rv3747","blue","blue",1,1,8,1
"3817","BQ2027_MB3774",4137943,4138302,1,119,"A0A1R3Y519","-","BQ2027_MB3774","CONSERVED HYPOTHETICAL PROTEIN","SIU02403.1","CDS","bars","Mb3774"," -",NA," len 119 aa. ",NA,"Rv3748","blue","blue",1,1,8,1
"3818","vapC50",4138335,4138844,-1,169,"A0A1R3Y529","vapC50","BQ2027_MB3775C","Putative ribonuclease VapC50 (RNase VapC50) (EC (Toxin VapC50)","SIU02404.1","CDS","bars","Mb3775c"," -",NA," len 169 aa. ",NA,"Rv3749c","blue","blue",1,1,8,1
"3819","BQ2027_MB3776C",4138912,4139304,-1,130,"A0A1R3Y6N1","-","BQ2027_MB3776C","possible excisionase","SIU02405.1","CDS","bars","Mb3776c"," -",NA," len 130 aa. ",NA,"Rv3750c","blue","blue",1,1,8,1
"3820","BQ2027_MB3777",4139580,4139795,1,71,"A0A1R3Y5G1","-","BQ2027_MB3777","probable integrase (fragment)","SIU02406.1","CDS","bars","Mb3777"," -",NA," len 71 aa. ",NA,"Rv3751","blue","blue",1,1,8,1
"3821","BQ2027_MB3778C",4139953,4140411,-1,152,"A0A1R3Y550","-","BQ2027_MB3778C","POSSIBLE CYTIDINE/DEOXYCYTIDYLATE DEAMINASE","SIU02407.1","CDS","bars","Mb3778c"," -",NA," len 152 aa. ",NA,"Rv3752c","blue","blue",1,1,8,1
"3822","BQ2027_MB3779C",4140427,4140948,-1,173,"A0A1R3Y545","-","BQ2027_MB3779C","conserved protein","SIU02408.1","CDS","bars","Mb3779c"," -",NA," len 173 aa. ",NA,"Rv3753c","blue","blue",1,1,8,1
"3823","tyrA",4141127,4142032,1,301,"A0A1R3Y570","tyrA","BQ2027_MB3780","PREPHENATE DEHYDROGENASE TYRA (PDH) (HYDROXYPHENYLPYRUVATE SYNTHASE)","SIU02409.1","CDS","bars","Mb3780"," tyrA",NA," len 301 aa. ",NA,"Rv3754","blue","blue",1,1,8,1
"3824","BQ2027_MB3781C",4141995,4142594,-1,199,"A0A1R3Y540","-","BQ2027_MB3781C","conserved protein","SIU02410.1","CDS","bars","Mb3781c"," -",NA," len 199 aa. ",NA,"Rv3755c","blue","blue",1,1,8,1
"3825","proZ",4142600,4143319,-1,239,"A0A1R3Y551","proZ","BQ2027_MB3782C","POSSIBLE OSMOPROTECTANT (GLYCINE BETAINE/CARNITINE/CHOLINE/L-PROLINE) TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER PROZ","SIU02411.1","CDS","bars","Mb3782c"," proZ",NA," len 239 aa. ",NA,"Rv3756c","blue","blue",1,1,8,1
"3826","proW",4143316,4144005,-1,229,"A0A1R3Y549","proW","BQ2027_MB3783C","POSSIBLE OSMOPROTECTANT (GLYCINE BETAINE/CARNITINE/CHOLINE/L-PROLINE) TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER PROW","SIU02412.1","CDS","bars","Mb3783c"," proW",NA," len 229 aa. ",NA,"Rv3757c","blue","blue",1,1,8,1
"3827","proV",4143993,4145123,-1,376,"A0A1R3Y530","proV","BQ2027_MB3784C","POSSIBLE OSMOPROTECTANT (GLYCINE BETAINE/CARNITINE/CHOLINE/L-PROLINE) TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PROV","SIU02413.1","CDS","bars","Mb3784c"," proV",NA," len 376 aa. ",NA,"Rv3758c","blue","blue",1,1,8,1
"3828","proX",4145132,4146079,-1,315,"A0A1R3Y542","proX","BQ2027_MB3785C","POSSIBLE OSMOPROTECTANT (GLYCINE BETAINE/CARNITINE/CHOLINE/L-PROLINE) BINDING LIPOPROTEIN PROX","SIU02414.1","CDS","bars","Mb3785c"," proX",NA," len 315 aa. ",NA,"Rv3759c","blue","blue",1,1,8,1
