"","Gene","No..isolates"
"3793","group_1474",677
"3794","mqo_2",672
"3795","group_1756",663
"3796","group_1664",648
"3797","group_320",645
"3798","group_1696",639
"3799","group_1153",638
"3800","group_1732",633
"3801","group_1593",610
"3802","group_1668",608
"3803","group_2111",604
"3804","group_630",602
"3805","group_1670",595
"3806","group_2231",572
"3807","group_1733",565
"3808","group_1341",554
"3809","group_1625",538
"3810","group_1575",517
"3811","group_1687",512
"3812","group_1592",487
"3813","group_1551",468
"3814","group_88",464
"3815","group_1445",454
"3816","PE_PGRS5~~~PE_PGRS5_2",450
"3817","group_1577",444
"3818","group_1778",431
"3819","group_1758",405
"3820","group_1574",404
"3821","group_1740",395
"3822","group_465",386
"3823","group_1764",379
"3824","group_1674",378
"3825","bag~~~lipY_4",373
"3826","group_1898",364
"3827","group_1296",364
"3828","group_1215",364
"3829","group_1173",364
"3830","group_1033",364
"3831","group_979",364
"3832","group_955",364
"3833","group_902",364
"3834","group_350",364
"3835","group_28",364
"3836","group_16",364
"3837","group_6",364
"3838","group_1403",363
"3839","group_1683",330
"3840","group_1457",323
"3841","group_1708",321
"3842","menE_5",280
"3843","group_1503",250
"3844","group_1720",235
"3845","group_365",228
"3846","group_1737",186
"3847","group_1714",133
"3848","group_1780",130
"3849","group_1763",125
"3850","group_1746",117
"3851","group_1717",115
"3852","group_1736",112
"3853","group_1473",104
"3854","group_1691",95
"3855","group_2268",88
"3856","group_32",84
"3857","group_327",76
"3858","group_695",60
"3859","group_850",58
"3860","group_1721",54
"3861","group_1425",52
"3862","group_1421",52
"3863","group_1814",39
"3864","group_1702",39
"3865","group_2361",38
"3866","group_2360",36
"3867","group_2358",36
"3868","group_1650",36
"3869","group_2359",35
"3870","group_79",26
"3871","group_1899",22
"3872","group_1545",21
"3873","group_1336",19
"3874","group_2132",18
"3875","group_1449",18
"3876","group_2290",17
"3877","group_1435",13
"3878","tagH",10
"3879","group_1177",10
"3880","gmd",9
"3881","group_2404",8
"3882","group_2385",8
"3883","group_2371",8
"3884","group_2047",8
"3885","glfT1",8
"3886","group_1259",8
"3887","bpa_2~~~bpa_1~~~bpa",8
"3888","mmpL2_1~~~mmpL2_2~~~mmpL4_2",6
"3889","group_2386",6
"3890","group_2367",6
"3891","group_2364",6
"3892","group_2399",5
"3893","group_2387",5
"3894","group_2402",4
"3895","cysA1_1",4
"3896","group_2378",4
"3897","group_1225",4
"3898","group_609",4
"3899","group_2408",3
"3900","group_2405",3
"3901","group_2401",3
"3902","group_2400",3
"3903","group_2397",3
"3904","group_2374",3
"3905","group_1915",3
"3906","group_1526",3
"3907","group_2422",2
"3908","group_2420",2
"3909","group_2373",2
"3910","group_2355",2
"3911","group_1803",2
"3912","group_1787",2
"3913","group_1363",2
"3914","group_1095",2
"3915","group_545",2
"3916","group_451",2
"3917","group_185",2
"3918","group_2390",1
"3919","group_2389",1
"3920","group_2381",1
"3921","group_2380",1
"3922","group_2379",1
"3923","group_2372",1
"3924","group_2362",1
"3925","group_2148",1
"3926","group_2096",1
"3927","group_2039",1
"3928","group_1922",1
"3929","kefC_2",1
"3930","group_1874",1
"3931","group_1443",1
"3932","group_1327",1
"3933","group_1287",1
"3934","group_1175",1
"3935","galP",1
"3936","group_1099",1
"3937","mmpL9_3",1
"3938","group_398",1
"3939","group_256",1
"3940","group_180",1
"3941","group_140",1
"3942","group_124",1
"3943","pcaA_1",1
"3944","group_58",1
"3945","group_45",1
"3946","oppD",1
