Run,Assay Type,BioSample,Center Name,Consent,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,AvgSpotLen,Bases,Host,Collection_Date,BioSampleModel,isolate,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,isolation_source,strain,collected_by,lat_lon,host_disease,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),sample_type,AssemblyName,sample_name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,title,Alias,INSDC_center_alias,ENA_CHECKLIST,subject_id,Biomaterial_provider,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,spoligotype,ArrayExpress-SPECIES,Genotype,VNTR,host_description,forward_read_length (run),MD5_checksum2 (run),MD5_checksum (run),reverse_read_length (run),REA,external_id,Submitter_Id,passage_history,identified_by,samp_size,common_name,lab_host,host_sex,geographic_location_(country_and/or_sea),host_health_state,host_scientific_name,Host_Age,host_tissue_sampled,doi_location,Description,env_biome,specific_host,env_feature,env_material,isol_growth_condt,num_replicons,ref_biomaterial,accession (run),object_status (run),study (run),analysis_type (exp),analysis_type (run),flowcell_barcode (run),gssr_id (exp),gssr_id (run),instrument_name (run),isolation-source,lane (run),library_type (exp)
SRR11294521,WGS,SAMN14336448,USDA-NVSL-DBPL,public,SRX7900033,Illumina MiSeq,18-013763-16-3349FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3349FM,SRP149365,PRJNA449507,295708587,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",472,458719104,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3349FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294523,WGS,SAMN14336447,USDA-NVSL-DBPL,public,SRX7900031,Illumina MiSeq,18-013763-16-3269FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3269FM,SRP149365,PRJNA449507,227111587,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",477,338687560,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3269FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294526,WGS,SAMN14336444,USDA-NVSL-DBPL,public,SRX7900028,Illumina MiSeq,18-013763-16-4340FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-4340FM,SRP149365,PRJNA449507,309326652,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",479,470539516,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-4340FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294529,WGS,SAMN14336441,USDA-NVSL-DBPL,public,SRX7900025,Illumina MiSeq,18-013763-16-4190FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-4190FM,SRP149365,PRJNA449507,222656550,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",486,346320378,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-4190FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294531,WGS,SAMN14336439,USDA-NVSL-DBPL,public,SRX7900023,Illumina MiSeq,18-013763-16-4032FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-4032FM,SRP149365,PRJNA449507,235969415,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",470,369540159,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-4032FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294533,WGS,SAMN14336420,USDA-NVSL-DBPL,public,SRX7900021,Illumina MiSeq,18-013763-16-3598FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3598FM,SRP149365,PRJNA449507,180248575,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",478,258428820,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3598FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294535,WGS,SAMN14336436,USDA-NVSL-DBPL,public,SRX7900019,Illumina MiSeq,18-013763-16-4016FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-4016FM,SRP149365,PRJNA449507,315246820,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",472,493332472,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-4016FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294537,WGS,SAMN14336434,USDA-NVSL-DBPL,public,SRX7900017,Illumina MiSeq,18-013763-16-3952FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3952FM,SRP149365,PRJNA449507,296007792,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",473,495181180,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3952FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294539,WGS,SAMN14336432,USDA-NVSL-DBPL,public,SRX7900015,Illumina MiSeq,18-013763-16-3927FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3927FM,SRP149365,PRJNA449507,230935091,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",479,339163474,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3927FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294541,WGS,SAMN14336430,USDA-NVSL-DBPL,public,SRX7900013,Illumina MiSeq,18-013763-16-3842FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3842FM,SRP149365,PRJNA449507,172775118,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",474,276425023,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3842FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294542,WGS,SAMN14336429,USDA-NVSL-DBPL,public,SRX7900012,Illumina MiSeq,18-013763-16-3818FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3818FM,SRP149365,PRJNA449507,253827792,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",455,397398126,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3818FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294544,WGS,SAMN14336419,USDA-NVSL-DBPL,public,SRX7900010,Illumina MiSeq,18-013763-16-3545FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3545FM,SRP149365,PRJNA449507,221805517,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",483,366792165,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3545FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294512,WGS,SAMN14336427,USDA-NVSL-DBPL,public,SRX7900042,Illumina MiSeq,18-013763-16-3710FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3710FM,SRP149365,PRJNA449507,193681123,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",473,282292332,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3710FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294514,WGS,SAMN14336425,USDA-NVSL-DBPL,public,SRX7900040,Illumina MiSeq,18-013763-16-3689FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3689FM,SRP149365,PRJNA449507,281350004,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",477,434407774,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3689FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294516,WGS,SAMN14336423,USDA-NVSL-DBPL,public,SRX7900038,Illumina MiSeq,18-013763-16-3617FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3617FM,SRP149365,PRJNA449507,252509592,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",466,389075009,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3617FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294517,WGS,SAMN14336422,USDA-NVSL-DBPL,public,SRX7900037,Illumina MiSeq,18-013763-16-3610FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3610FM,SRP149365,PRJNA449507,332497308,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",467,510985054,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3610FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294520,WGS,SAMN14336449,USDA-NVSL-DBPL,public,SRX7900034,Illumina MiSeq,18-013763-16-3407FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3407FM,SRP149365,PRJNA449507,282835997,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",463,427618703,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3407FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294522,WGS,SAMN14336421,USDA-NVSL-DBPL,public,SRX7900032,Illumina MiSeq,18-013763-16-3604FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3604FM,SRP149365,PRJNA449507,272362184,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",484,450180606,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3604FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294524,WGS,SAMN14336446,USDA-NVSL-DBPL,public,SRX7900030,Illumina MiSeq,18-013763-16-3177FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3177FM,SRP149365,PRJNA449507,195662508,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",482,306101852,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3177FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294525,WGS,SAMN14336445,USDA-NVSL-DBPL,public,SRX7900029,Illumina MiSeq,18-013763-16-4354FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-4354FM,SRP149365,PRJNA449507,109715970,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",486,167886639,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-4354FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294527,WGS,SAMN14336443,USDA-NVSL-DBPL,public,SRX7900027,Illumina MiSeq,18-013763-16-4286FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-4286FM,SRP149365,PRJNA449507,37168186,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",479,55766128,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-4286FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294528,WGS,SAMN14336442,USDA-NVSL-DBPL,public,SRX7900026,Illumina MiSeq,18-013763-16-4258FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-4258FM,SRP149365,PRJNA449507,285796477,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",479,451223143,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-4258FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294530,WGS,SAMN14336440,USDA-NVSL-DBPL,public,SRX7900024,Illumina MiSeq,18-013763-16-4074FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-4074FM,SRP149365,PRJNA449507,291954361,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",477,493156065,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-4074FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294532,WGS,SAMN14336438,USDA-NVSL-DBPL,public,SRX7900022,Illumina MiSeq,18-013763-16-4028FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-4028FM,SRP149365,PRJNA449507,349626063,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",475,553142472,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-4028FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294534,WGS,SAMN14336437,USDA-NVSL-DBPL,public,SRX7900020,Illumina MiSeq,18-013763-16-4018FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-4018FM,SRP149365,PRJNA449507,249342185,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",472,390417718,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-4018FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294536,WGS,SAMN14336435,USDA-NVSL-DBPL,public,SRX7900018,Illumina MiSeq,18-013763-16-3971FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3971FM,SRP149365,PRJNA449507,282626951,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",484,424752610,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3971FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294538,WGS,SAMN14336433,USDA-NVSL-DBPL,public,SRX7900016,Illumina MiSeq,18-013763-16-3944FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3944FM,SRP149365,PRJNA449507,299473962,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",477,465452532,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3944FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294540,WGS,SAMN14336431,USDA-NVSL-DBPL,public,SRX7900014,Illumina MiSeq,18-013763-16-3846FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3846FM,SRP149365,PRJNA449507,334913499,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",472,520835582,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3846FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294543,WGS,SAMN14336428,USDA-NVSL-DBPL,public,SRX7900011,Illumina MiSeq,18-013763-16-3719FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3719FM,SRP149365,PRJNA449507,250818666,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",473,414181533,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3719FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11294545,WGS,SAMN14336418,USDA-NVSL-DBPL,public,SRX7900009,Illumina MiSeq,18-013763-16-3478FM,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2020-03-12T00:00:00Z,18-013763-16-3478FM,SRP149365,PRJNA449507,296153052,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",476,441438900,Cattle,2016,"Microbe\, viral or environmental",18-013763-16-3478FM,Mexico,North America,Mexico,,,,,,,,Not Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7617358,WGS,SAMN09725368,AGRESEARCH,public,SRX4482219,Illumina MiSeq,AgR10682,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-11-01T00:00:00Z,AgR10682,SRP155672,PRJNA479921,112556873,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",351,192041371,Bovine,2016,"Microbe\, viral or environmental",AgR10682,New Zealand,Oceania,New Zealand:Blackball,tissue,,,,,,,culture,,,,,,,,,,,,,AgResearch/OSPRI,,,SB0130,,,VNTR35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7617359,WGS,SAMN09725460,AGRESEARCH,public,SRX4482218,Illumina MiSeq,AgR10683,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-11-01T00:00:00Z,AgR10683,SRP155672,PRJNA479921,146966968,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",439,244532558,Bovine,2016,"Microbe\, viral or environmental",AgR10683,New Zealand,Oceania,New Zealand:Hawera,tissue,,,,,,,culture,,,,,,,,,,,,,AgResearch/OSPRI,,,SB0130,,,VNTR113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7617416,WGS,SAMN09725759,AGRESEARCH,public,SRX4482161,Illumina MiSeq,AgR1768,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-11-01T00:00:00Z,AgR1768,SRP155672,PRJNA479921,252310695,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",484,415668931,Bovine,2016,"Microbe\, viral or environmental",AgR1768,New Zealand,Oceania,New Zealand:Waikato,tissue,,,,,,,culture,,,,,,,,,,,,,AgResearch/OSPRI,,,SB0140,,,VNTR139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7617417,WGS,SAMN09725758,AGRESEARCH,public,SRX4482160,Illumina MiSeq,AgR1767,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-11-01T00:00:00Z,AgR1767,SRP155672,PRJNA479921,192835180,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",485,300381702,Bovine,2016,"Microbe\, viral or environmental",AgR1767,New Zealand,Oceania,New Zealand:Waikato,tissue,,,,,,,culture,,,,,,,,,,,,,AgResearch/OSPRI,,,SB0140,,,VNTR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7617420,WGS,SAMN09725755,AGRESEARCH,public,SRX4482157,Illumina MiSeq,AgR1764,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-11-01T00:00:00Z,AgR1764,SRP155672,PRJNA479921,308880209,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",471,499671929,Bovine,2016,"Microbe\, viral or environmental",AgR1764,New Zealand,Oceania,New Zealand:Waikato,tissue,,,,,,,culture,,,,,,,,,,,,,AgResearch/OSPRI,,,SB0140,,,VNTR139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7617421,WGS,SAMN09725534,AGRESEARCH,public,SRX4482156,Illumina MiSeq,AgR1763,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-11-01T00:00:00Z,AgR1763,SRP155672,PRJNA479921,237329415,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",479,406003782,Bovine,2016,"Microbe\, viral or environmental",AgR1763,New Zealand,Oceania,New Zealand:Kumara,tissue,,,,,,,culture,,,,,,,,,,,,,AgResearch/OSPRI,,,SB0130,,,VNTR59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7617424,WGS,SAMN09725768,AGRESEARCH,public,SRX4482153,Illumina MiSeq,AgR1760,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-11-01T00:00:00Z,AgR1760,SRP155672,PRJNA479921,177763740,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",481,291511396,Bovine,2016,"Microbe\, viral or environmental",AgR1760,New Zealand,Oceania,New Zealand:Wainuiomata,tissue,,,,,,,culture,,,,,,,,,,,,,AgResearch/OSPRI,,,SB0130,,,VNTR34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7617425,WGS,SAMN09725767,AGRESEARCH,public,SRX4482152,Illumina MiSeq,AgR1759,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-11-01T00:00:00Z,AgR1759,SRP155672,PRJNA479921,204667997,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",481,351064229,Bovine,2016,"Microbe\, viral or environmental",AgR1759,New Zealand,Oceania,New Zealand:Wainuiomata,tissue,,,,,,,culture,,,,,,,,,,,,,AgResearch/OSPRI,,,SB0130,,,VNTR34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7617426,WGS,SAMN09725811,AGRESEARCH,public,SRX4482151,Illumina MiSeq,AgR1762,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-11-01T00:00:00Z,AgR1762,SRP155672,PRJNA479921,225026404,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",481,383728426,Bovine,2016,"Microbe\, viral or environmental",AgR1762,New Zealand,Oceania,New Zealand:Westport,tissue,,,,,,,culture,,,,,,,,,,,,,AgResearch/OSPRI,,,SB0130,,,VNTR138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7617427,WGS,SAMN09725533,AGRESEARCH,public,SRX4482150,Illumina MiSeq,AgR1761,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-11-01T00:00:00Z,AgR1761,SRP155672,PRJNA479921,221326105,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",478,386282170,Bovine,2016,"Microbe\, viral or environmental",AgR1761,New Zealand,Oceania,New Zealand:Kumara,tissue,,,,,,,culture,,,,,,,,,,,,,AgResearch/OSPRI,,,SB0130,,,VNTR59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7617469,WGS,SAMN09725812,AGRESEARCH,public,SRX4482108,Illumina MiSeq,AgR1769,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-11-01T00:00:00Z,AgR1769,SRP155672,PRJNA479921,244489272,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",476,397009665,Bovine,2016,"Microbe\, viral or environmental",AgR1769,New Zealand,Oceania,New Zealand:Westport,tissue,,,,,,,culture,,,,,,,,,,,,,AgResearch/OSPRI,,,SB0130,,,VNTR53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
