qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
hsaA_2~~~hsaA_1,NC_002945.4,99.116,1131,10,0,1,1131,3424850,3423720,0,2034
cut3_2,NC_002945.4,100,681,0,0,1,681,3825566,3826246,0,1258
group_1499,NC_002945.4,99.929,1410,1,0,1,1410,1279109,1277700,0,2599
group_1499,NC_002945.4,96.527,1411,47,2,1,1410,2191988,2193397,0,2333
group_1495,NC_002945.4,100,1359,0,0,1,1359,1066554,1067912,0,2510
group_1496,NC_002945.4,99.727,366,1,0,1,366,1407314,1407679,0,671
xylB,NC_002945.4,100,1347,0,0,1,1347,823329,824675,0,2488
group_1497,NC_002945.4,99.971,10524,3,0,1,10524,435696,425173,0,19418
group_1497,NC_002945.4,84.286,560,85,3,3113,3671,431207,430650,7.74E-154,544
group_1497,NC_002945.4,84.286,560,85,3,4490,5047,432584,432026,7.74E-154,544
group_1497,NC_002945.4,80.171,701,122,10,4462,5158,429828,429141,2.82E-143,508
group_1497,NC_002945.4,80.171,701,122,10,5869,6556,431235,430539,2.82E-143,508
group_1497,NC_002945.4,74.074,1296,256,49,7,1283,376735,375501,2.88E-128,459
group_1497,NC_002945.4,78.592,710,133,17,1744,2443,431215,430515,4.83E-126,451
group_1497,NC_002945.4,78.561,709,135,15,4482,5182,433953,433254,4.83E-126,451
group_1497,NC_002945.4,80.287,558,85,13,3139,3673,429774,429219,6.38E-110,398
group_1497,NC_002945.4,80.287,558,85,13,5923,6478,432558,432024,6.38E-110,398
group_1497,NC_002945.4,80.038,531,100,6,1738,2265,432597,432070,3.84E-107,388
group_1497,NC_002945.4,80.038,531,100,6,3100,3627,433959,433432,3.84E-107,388
group_1497,NC_002945.4,75.495,808,156,25,2743,3526,428745,427956,1.08E-97,357
group_1497,NC_002945.4,75.465,807,158,23,6952,7741,432954,432171,1.08E-97,357
group_1497,NC_002945.4,78.599,514,75,17,9310,9819,2162611,2162129,1.11E-82,307
group_1497,NC_002945.4,81.132,371,64,6,3409,3776,427701,427334,3.10E-78,292
group_1497,NC_002945.4,79.263,434,77,10,3243,3674,426430,426008,1.11E-77,291
group_1497,NC_002945.4,79.215,433,79,8,9267,9689,432454,432023,1.11E-77,291
group_1497,NC_002945.4,73.752,701,150,25,9052,9735,426585,425902,8.79E-64,244
group_1497,NC_002945.4,73.752,701,150,25,9112,9795,426645,425962,8.79E-64,244
group_1497,NC_002945.4,72.926,687,152,27,3063,3732,431227,430558,1.15E-52,207
group_1497,NC_002945.4,72.926,687,152,27,4470,5139,432634,431965,1.15E-52,207
group_1497,NC_002945.4,77.627,295,57,4,3229,3523,428058,427773,1.51E-41,171
group_1497,NC_002945.4,77.627,295,57,4,7639,7924,432468,432174,1.51E-41,171
group_1497,NC_002945.4,72.694,553,119,21,4507,5043,433959,433423,4.24E-37,156
group_1497,NC_002945.4,74.865,370,80,10,4790,5154,3718815,3718454,4.24E-37,156
group_1497,NC_002945.4,76.712,292,59,4,7645,7927,433824,433533,1.52E-36,154
group_1497,NC_002945.4,79.245,212,40,4,9499,9708,426108,425899,9.17E-34,145
group_1497,NC_002945.4,79.343,213,38,6,9589,9798,426198,425989,9.17E-34,145
group_1497,NC_002945.4,86.923,130,16,1,7467,7596,3946450,3946578,9.17E-34,145
group_1497,NC_002945.4,70.71,676,171,19,5920,6577,433953,433287,3.32E-28,126
group_1497,NC_002945.4,77.315,216,45,4,3128,3341,433961,433748,1.19E-27,124
group_1497,NC_002945.4,82.734,139,23,1,7452,7590,433830,433693,4.30E-27,122
group_1497,NC_002945.4,82.4,125,22,0,4770,4894,427903,427779,3.35E-23,110
group_1497,NC_002945.4,82.4,125,22,0,7794,7918,430927,430803,3.35E-23,110
group_1497,NC_002945.4,86,100,14,0,7825,7924,3717026,3716927,1.20E-22,108
group_1497,NC_002945.4,82.609,115,20,0,7823,7937,367873,367759,5.60E-21,102
group_1497,NC_002945.4,77.457,173,38,1,9624,9795,370540,370368,5.60E-21,102
group_1497,NC_002945.4,86.813,91,12,0,7839,7929,427702,427612,5.60E-21,102
group_1497,NC_002945.4,70.353,425,110,13,6199,6612,427902,427483,4.39E-12,73.1
group_1497,NC_002945.4,70.423,426,108,13,7795,8214,429498,429085,4.39E-12,73.1
group_1497,NC_002945.4,75.676,148,34,2,4542,4688,433864,433718,4.39E-12,73.1
group_1497,NC_002945.4,87.5,56,7,0,2196,2251,432079,432024,7.34E-10,65.8
group_1497,NC_002945.4,87.5,56,7,0,3618,3673,433501,433446,7.34E-10,65.8
group_1497,NC_002945.4,84.211,57,9,0,3286,3342,428031,427975,4.42E-07,56.5
group_1497,NC_002945.4,84.211,57,9,0,7666,7722,432411,432355,4.42E-07,56.5
group_61,NC_002945.4,100,222,0,0,1,222,2538153,2537932,1.57E-115,411
pknA,NC_002945.4,100,1296,0,0,1,1296,18761,17466,0,2394
aao~~~aao_1~~~aao_2,NC_002945.4,100,963,0,0,1,963,2147085,2146123,0,1779
group_1502,NC_002945.4,100,822,0,0,1,822,3269501,3268680,0,1519
group_1501,NC_002945.4,100,884,0,0,1,884,698148,697265,0,1633
group_1501,NC_002945.4,100,417,0,0,883,1299,697199,696783,0,771
esxT,NC_002945.4,100,286,0,0,1,286,3815040,3814755,6.13E-151,529
esxT,NC_002945.4,100,33,0,0,286,318,3814668,3814636,2.69E-10,62.1
group_1503,NC_002945.4,97.135,1850,47,3,904,2750,3878681,3880527,0,3118
group_1503,NC_002945.4,99.693,978,2,1,1,978,3736507,3737483,0,1788
fprB,NC_002945.4,100,1728,0,0,1,1728,984268,985995,0,3192
dhaA_2~~~ephB_1,NC_002945.4,100,393,0,0,1,393,161962,162354,0,726
sseB_1~~~sseB_2~~~sseB,NC_002945.4,99.766,855,0,1,1,855,2545180,2546032,0,1567
group_1505,NC_002945.4,98.617,1012,10,4,619,1627,1634479,1633469,0,1788
group_1505,NC_002945.4,97.05,1051,28,2,1584,2631,1633197,1632147,0,1766
group_1505,NC_002945.4,98.675,830,2,1,2510,3330,1632223,1631394,0,1463
group_1505,NC_002945.4,100,411,0,0,1,411,1635620,1635210,0,760
group_1505,NC_002945.4,100,411,0,0,1,411,1639384,1638974,0,760
group_1505,NC_002945.4,95.37,432,7,5,619,1038,1638270,1637840,0,675
group_1505,NC_002945.4,100,261,0,0,402,662,1634838,1634578,5.39E-136,483
group_1505,NC_002945.4,100,261,0,0,402,662,1638629,1638369,5.39E-136,483
group_1505,NC_002945.4,76.329,207,39,9,82,283,3888348,3888549,1.76E-21,102
group_1505,NC_002945.4,72.881,236,58,6,1,233,2084132,2083900,1.07E-13,76.8
group_1505,NC_002945.4,100,32,0,0,2744,2775,1619172,1619141,1.08E-08,60.2
group_1506,NC_002945.4,100,1068,0,0,1,1068,2550992,2552059,0,1973
group_1507,NC_002945.4,100,795,0,0,1,795,2923157,2922363,0,1469
group_1508,NC_002945.4,100,466,0,0,117,582,427708,428173,0,861
group_1508,NC_002945.4,86.121,281,33,5,1,281,370390,370664,3.55E-81,298
group_1508,NC_002945.4,77.627,295,57,4,182,467,432174,432468,8.07E-43,171
group_1508,NC_002945.4,76.712,292,59,4,179,461,433533,433824,8.13E-38,154
group_1508,NC_002945.4,76.923,286,54,8,1,283,367597,367873,2.92E-37,152
group_1508,NC_002945.4,75.394,317,62,11,1,312,430622,430927,2.28E-33,139
group_1508,NC_002945.4,74.737,285,58,9,1,281,3716752,3717026,3.84E-26,115
group_1508,NC_002945.4,76.444,225,44,4,365,580,432171,432395,1.38E-25,113
group_1508,NC_002945.4,74.627,268,60,6,1,267,427442,427702,4.96E-25,111
group_1508,NC_002945.4,95.385,65,3,0,516,580,433693,433757,8.30E-23,104
group_1508,NC_002945.4,85.882,85,12,0,42,126,425965,426049,6.46E-19,91.6
group_1508,NC_002945.4,88.732,71,7,1,510,580,3946578,3946509,3.01E-17,86.1
group_1508,NC_002945.4,76.471,136,30,2,177,311,429364,429498,2.34E-13,73.1
group_1508,NC_002945.4,84.211,57,9,0,384,440,432355,432411,2.36E-08,56.5
group_1509,NC_002945.4,100,927,0,0,1,927,167901,168827,0,1712
group_1511,NC_002945.4,98.316,891,13,2,1,890,1987826,1986937,0,1561
group_1511,NC_002945.4,99.732,747,2,0,820,1566,3015708,3016454,0,1369
group_1511,NC_002945.4,74.679,545,109,18,1,531,4035281,4035810,1.01E-55,215
group_1511,NC_002945.4,70.641,998,218,53,1,953,3014962,3015929,2.90E-36,150
group_1511,NC_002945.4,89.583,48,5,0,482,529,624493,624540,1.40E-09,62.1
group_1511,NC_002945.4,100,28,0,0,482,509,1657326,1657299,8.40E-07,52.8
group_1511,NC_002945.4,91.892,37,3,0,482,518,2916291,2916255,8.40E-07,52.8
group_2403,NC_002945.4,100,366,0,0,1,366,3879600,3879235,0,676
group_2403,NC_002945.4,100,216,0,0,346,561,362766,362551,9.10E-112,399
group_2403,NC_002945.4,83.415,205,30,4,346,548,1574143,1574345,7.71E-48,187
kdpB_2~~~ctpF_1~~~ctpF_2~~~ctpF,NC_002945.4,100,2664,0,0,1,2664,2223539,2226202,0,4920
kdpB_2~~~ctpF_1~~~ctpF_2~~~ctpF,NC_002945.4,96.875,32,1,0,1857,1888,1013786,1013817,4.00E-07,54.7
group_1515,NC_002945.4,100,570,0,0,1,570,1943019,1943588,0,1053
group_1517,NC_002945.4,100,516,0,0,1,516,4142516,4142001,0,953
group_1516,NC_002945.4,100,217,0,0,1,217,757000,756784,1.10E-112,401
group_1516,NC_002945.4,100,39,0,0,217,255,754606,754568,9.78E-14,73.1
lppA_1~~~lppA_3,NC_002945.4,99.468,564,0,1,1,564,2839090,2839650,0,1022
lppA_1~~~lppA_3,NC_002945.4,87.857,560,55,8,1,555,2838434,2838985,0,645
lppA_1~~~lppA_3,NC_002945.4,87.5,560,57,9,1,555,2837778,2838329,0,634
group_1518,NC_002945.4,100,675,0,0,1,675,748132,748806,0,1247
malL,NC_002945.4,100,1563,0,0,1,1563,2746216,2747778,0,2887
group_1522,NC_002945.4,100,423,0,0,1,423,1385807,1386229,0,782
group_1522,NC_002945.4,100,53,0,0,413,465,1387989,1387937,3.06E-21,99
group_1527,NC_002945.4,100,396,0,0,1,396,4133951,4133556,0,732
group_1528,NC_002945.4,100,390,0,0,1,390,1994893,1995282,0,721
group_1529,NC_002945.4,100,1257,0,0,1,1257,1993364,1992108,0,2322
group_1529,NC_002945.4,99.92,1257,1,0,1,1257,2246398,2245142,0,2316
group_1530,NC_002945.4,100,420,0,0,1,420,434717,435136,0,776
mqo_2,NC_002945.4,100,1371,0,0,1,1371,3123196,3124566,0,2532
mqo_2,NC_002945.4,100,530,0,0,1370,1899,3125591,3126120,0,979
mqo_2,NC_002945.4,76.426,263,52,8,340,597,1213299,1213556,3.55E-31,134
mqo_2,NC_002945.4,80,160,29,2,338,497,2083807,2083651,1.28E-25,115
mqo_2,NC_002945.4,94.118,34,2,0,1037,1070,3979260,3979227,1.02E-06,52.8
group_1532,NC_002945.4,100,2166,0,0,1,2166,2325009,2327174,0,4000
group_1532,NC_002945.4,93.038,158,11,0,1822,1979,2324234,2324391,1.40E-60,231
group_1532,NC_002945.4,96.667,60,2,0,736,795,2325666,2325725,4.11E-21,100
group_1532,NC_002945.4,96.667,60,2,0,658,717,2325744,2325803,4.11E-21,100
group_1533,NC_002945.4,100,312,0,0,1,312,428225,428536,2.11E-165,577
hbhA,NC_002945.4,98.132,589,8,1,1,589,566816,567401,0,1024
group_1540,NC_002945.4,100,209,0,0,65,273,3758442,3758234,3.31E-108,387
group_1540,NC_002945.4,92.157,102,3,4,1,101,3761195,3761292,1.02E-33,139
group_1542,NC_002945.4,98.41,1887,0,1,1,1887,1265527,1263671,0,3291
group_1542,NC_002945.4,74.839,465,82,25,1023,1468,3946501,3946949,1.61E-44,178
group_1542,NC_002945.4,76.689,296,63,6,1054,1346,2608403,2608111,5.81E-39,159
group_1542,NC_002945.4,84.138,145,23,0,1159,1303,2610916,2610772,2.11E-33,141
group_1542,NC_002945.4,82.178,101,14,4,15,113,1923506,1923408,3.60E-16,84.2
group_2282,NC_002945.4,100,205,0,0,1,205,4312001,4311797,1.78E-105,379
group_1544,NC_002945.4,99.885,2607,3,0,1,2607,1974576,1971970,0,4798
group_1544,NC_002945.4,93.79,773,46,2,2235,3006,1972192,1971421,0,1160
group_1544,NC_002945.4,77.078,1684,372,12,17,1696,2166641,2164968,0,959
group_1544,NC_002945.4,94.262,244,13,1,1425,1667,1973074,1972831,1.10E-102,372
group_1544,NC_002945.4,94.262,244,13,1,1503,1746,1973152,1972910,1.10E-102,372
group_1544,NC_002945.4,91.566,166,13,1,1425,1589,1972996,1972831,2.51E-59,228
group_1544,NC_002945.4,91.566,166,13,1,1581,1746,1973152,1972988,2.51E-59,228
group_1544,NC_002945.4,80,110,22,0,931,1040,374608,374499,2.07E-15,82.4
group_1546,NC_002945.4,100,462,0,0,1,462,1971971,1972432,0,854
group_1547,NC_002945.4,99.628,538,2,0,120,657,2161601,2162138,0,983
group_1547,NC_002945.4,98.855,524,6,0,1,524,2161194,2161717,0,935
group_1547,NC_002945.4,99.259,405,3,0,120,524,2161529,2161933,0,732
group_1547,NC_002945.4,98.765,405,5,0,120,524,2161457,2161861,0,721
group_1547,NC_002945.4,98.519,405,6,0,120,524,2161385,2161789,0,715
group_1547,NC_002945.4,98.498,333,5,0,192,524,2161313,2161645,2.13E-168,588
group_1547,NC_002945.4,98.498,333,5,0,120,452,2161673,2162005,2.13E-168,588
group_1547,NC_002945.4,98.084,261,5,0,264,524,2161313,2161573,2.26E-128,455
group_1547,NC_002945.4,97.701,261,6,0,120,380,2161745,2162005,1.05E-126,449
group_1547,NC_002945.4,97.354,189,5,0,336,524,2161313,2161501,2.39E-88,322
group_1547,NC_002945.4,96.825,189,6,0,120,308,2161817,2162005,1.11E-86,316
group_1547,NC_002945.4,95.726,117,5,0,408,524,2161313,2161429,2.53E-48,189
group_1547,NC_002945.4,95.726,117,5,0,120,236,2161889,2162005,2.53E-48,189
group_1548,NC_002945.4,98.987,1185,0,1,1,1185,1340627,1341799,0,2111
group_1548,NC_002945.4,97.896,1093,23,0,2,1094,1536076,1534984,0,1892
group_1548,NC_002945.4,91.956,1094,86,2,2,1094,3845178,3846270,0,1531
group_1548,NC_002945.4,78.947,171,32,4,311,479,1923210,1923042,2.86E-25,113
group_1549,NC_002945.4,100,874,0,0,852,1725,2345420,2346293,0,1615
group_1549,NC_002945.4,99.883,856,0,1,1,856,2344641,2345495,0,1574
group_1549,NC_002945.4,85.306,735,106,2,115,848,4161796,4162529,0,758
group_1549,NC_002945.4,81.655,556,91,8,1127,1678,4162694,4163242,7.82E-127,451
group_1549,NC_002945.4,83.607,183,30,0,853,1035,4162462,4162644,6.82E-43,172
pksL~~~pikAI,NC_002945.4,100,3054,0,0,1,3054,1877821,1880874,0,5640
espI_2~~~espI_1,NC_002945.4,100,1114,0,0,132,1245,4294629,4295742,0,2058
espI_2~~~espI_1,NC_002945.4,96.689,151,5,0,1,151,49770,49620,6.11E-67,252
dorA,NC_002945.4,100,856,0,0,1,856,1620528,1621383,0,1581
dorA,NC_002945.4,100,178,0,0,855,1032,1623838,1624015,2.27E-90,329
vgb,NC_002945.4,96.931,945,25,3,543,1485,2916410,2915468,0,1581
vgb,NC_002945.4,93.165,834,25,10,1,806,3758349,3759178,0,1195
vgb,NC_002945.4,76.525,541,107,17,1,534,2409641,2409114,1.21E-74,278
vgb,NC_002945.4,75.683,366,74,12,1,360,149571,149927,7.58E-42,169
group_1550,NC_002945.4,100,1113,0,0,1,1113,1657876,1656764,0,2056
group_1550,NC_002945.4,74.952,519,108,17,62,569,1190851,1190344,5.53E-57,219
group_1550,NC_002945.4,78.788,264,48,6,313,569,1193230,1192968,1.57E-42,171
ppsA_2~~~ppsA_3,NC_002945.4,99.964,5631,2,0,1,5631,3206430,3212060,0,10388
ppsA_2~~~ppsA_3,NC_002945.4,83.357,1436,219,14,1513,2932,3213356,3214787,0,1310
recC~~~recC_1~~~recC_2,NC_002945.4,99.97,3294,1,0,1,3294,729551,726258,0,6078
group_2293,NC_002945.4,98.606,502,6,1,1,502,4310947,4310447,0,887
zur,NC_002945.4,100,360,0,0,1,360,2614132,2614491,0,665
zur,NC_002945.4,99.091,110,1,0,350,459,2614526,2614635,2.89E-51,198
group_1551,NC_002945.4,98.258,976,11,2,1,970,673500,674475,0,1703
group_1551,NC_002945.4,100,785,0,0,902,1686,1091474,1090690,0,1450
group_1554,NC_002945.4,100,2772,0,0,1,2772,1090840,1093611,0,5120
IMPDH,NC_002945.4,100,969,0,0,1,969,26862,25894,0,1790
lppP,NC_002945.4,100,497,0,0,50,546,2586197,2585701,0,918
lppP,NC_002945.4,100,66,0,0,1,66,2586228,2586163,2.14E-28,122
group_1557,NC_002945.4,100,891,0,0,1,891,3751300,3750410,0,1646
group_1561,NC_002945.4,85.398,226,21,9,3,225,1574424,1574640,2.23E-59,224
group_1561,NC_002945.4,98.413,126,1,1,1,125,2665433,2665308,2.88E-58,220
group_1562,NC_002945.4,100,898,0,0,1,898,1572135,1573032,0,1659
group_1562,NC_002945.4,100,413,0,0,890,1302,1574218,1574630,0,763
group_1562,NC_002945.4,76.323,359,79,6,890,1245,2409286,2409641,1.83E-47,187
group_1562,NC_002945.4,76.087,368,66,17,888,1244,362693,362337,5.12E-43,172
csm4,NC_002945.4,100,909,0,0,1,909,3089246,3088338,0,1679
group_1563,NC_002945.4,99.924,1323,1,0,1,1323,4076485,4077807,0,2438
group_1564,NC_002945.4,100,1481,0,0,101,1581,2851914,2850434,0,2736
group_1564,NC_002945.4,100,108,0,0,1,108,2852535,2852642,2.86E-51,200
group_1565,NC_002945.4,99.706,10554,1,1,1,10554,435696,425173,0,19291
group_1565,NC_002945.4,84.286,560,85,3,3113,3671,431207,430650,7.76E-154,544
group_1565,NC_002945.4,84.286,560,85,3,4490,5047,432584,432026,7.76E-154,544
group_1565,NC_002945.4,80.171,701,122,10,4462,5158,429828,429141,2.83E-143,508
group_1565,NC_002945.4,80.171,701,122,10,5869,6556,431235,430539,2.83E-143,508
group_1565,NC_002945.4,74.074,1296,256,49,7,1283,376735,375501,2.89E-128,459
group_1565,NC_002945.4,78.592,710,133,17,1744,2443,431215,430515,4.84E-126,451
group_1565,NC_002945.4,78.561,709,135,15,4482,5182,433953,433254,4.84E-126,451
group_1565,NC_002945.4,80.287,558,85,13,3139,3673,429774,429219,6.39E-110,398
group_1565,NC_002945.4,80.287,558,85,13,5923,6478,432558,432024,6.39E-110,398
group_1565,NC_002945.4,80.038,531,100,6,1738,2265,432597,432070,3.85E-107,388
group_1565,NC_002945.4,80.038,531,100,6,3100,3627,433959,433432,3.85E-107,388
group_1565,NC_002945.4,75.495,808,156,25,2743,3526,428745,427956,1.09E-97,357
group_1565,NC_002945.4,75.465,807,158,23,6952,7741,432954,432171,1.09E-97,357
group_1565,NC_002945.4,78.599,514,75,17,9340,9849,2162611,2162129,1.11E-82,307
group_1565,NC_002945.4,81.132,371,64,6,3409,3776,427701,427334,3.10E-78,292
group_1565,NC_002945.4,79.263,434,77,10,3243,3674,426430,426008,1.12E-77,291
group_1565,NC_002945.4,79.215,433,79,8,9297,9719,432454,432023,1.12E-77,291
group_1565,NC_002945.4,74.648,710,146,26,9073,9765,426594,425902,1.87E-75,283
group_1565,NC_002945.4,74.105,726,134,36,9112,9825,426645,425962,1.89E-65,250
group_1565,NC_002945.4,72.926,687,152,27,3063,3732,431227,430558,1.16E-52,207
group_1565,NC_002945.4,72.926,687,152,27,4470,5139,432634,431965,1.16E-52,207
group_1565,NC_002945.4,77.627,295,57,4,3229,3523,428058,427773,1.52E-41,171
group_1565,NC_002945.4,77.627,295,57,4,7639,7924,432468,432174,1.52E-41,171
group_1565,NC_002945.4,72.694,553,119,21,4507,5043,433959,433423,4.25E-37,156
group_1565,NC_002945.4,74.865,370,80,10,4790,5154,3718815,3718454,4.25E-37,156
group_1565,NC_002945.4,76.712,292,59,4,7645,7927,433824,433533,1.53E-36,154
group_1565,NC_002945.4,79.245,212,40,4,9529,9738,426108,425899,9.20E-34,145
group_1565,NC_002945.4,79.343,213,38,6,9619,9828,426198,425989,9.20E-34,145
group_1565,NC_002945.4,86.923,130,16,1,7467,7596,3946450,3946578,9.20E-34,145
group_1565,NC_002945.4,70.71,676,171,19,5920,6577,433953,433287,3.33E-28,126
group_1565,NC_002945.4,77.315,216,45,4,3128,3341,433961,433748,1.20E-27,124
group_1565,NC_002945.4,82.734,139,23,1,7452,7590,433830,433693,4.31E-27,122
group_1565,NC_002945.4,82.4,125,22,0,4770,4894,427903,427779,3.36E-23,110
group_1565,NC_002945.4,82.4,125,22,0,7794,7918,430927,430803,3.36E-23,110
group_1565,NC_002945.4,86,100,14,0,7825,7924,3717026,3716927,1.21E-22,108
group_1565,NC_002945.4,82.609,115,20,0,7823,7937,367873,367759,5.61E-21,102
group_1565,NC_002945.4,77.457,173,38,1,9654,9825,370540,370368,5.61E-21,102
group_1565,NC_002945.4,86.813,91,12,0,7839,7929,427702,427612,5.61E-21,102
group_1565,NC_002945.4,70.353,425,110,13,6199,6612,427902,427483,4.40E-12,73.1
group_1565,NC_002945.4,70.423,426,108,13,7795,8214,429498,429085,4.40E-12,73.1
group_1565,NC_002945.4,75.676,148,34,2,4542,4688,433864,433718,4.40E-12,73.1
group_1565,NC_002945.4,87.5,56,7,0,2196,2251,432079,432024,7.37E-10,65.8
group_1565,NC_002945.4,87.5,56,7,0,3618,3673,433501,433446,7.37E-10,65.8
group_1565,NC_002945.4,84.211,57,9,0,3286,3342,428031,427975,4.43E-07,56.5
group_1565,NC_002945.4,84.211,57,9,0,7666,7722,432411,432355,4.43E-07,56.5
group_1566,NC_002945.4,100,263,0,0,122,384,4036253,4035991,4.57E-138,486
group_1566,NC_002945.4,100,136,0,0,1,136,4035281,4035416,1.82E-67,252
group_1574,NC_002945.4,100,1827,0,0,1,1827,970710,968884,0,3374
group_1575,NC_002945.4,98.819,1524,0,1,1,1524,2057547,2056042,0,2699
group_1575,NC_002945.4,79.303,459,86,7,1,453,834805,835260,3.40E-85,313
group_2314,NC_002945.4,100,309,0,0,1,309,36851,37159,1.61E-163,571
group_2314,NC_002945.4,100,191,0,0,308,498,37210,37400,6.35E-98,353
mycP2_1~~~mycP2~~~mycP2_2,NC_002945.4,99.947,1876,0,1,1,1875,4310947,4309072,0,3458
mycP2_1~~~~~~mycP2_2,NC_002945.4,100,480,0,0,1,480,4310947,4310468,0,887
ppsC~~~~~~ppsC_2~~~ppsC_1,NC_002945.4,100,6567,0,0,1,6567,3216670,3223236,0,12128
group_1577,NC_002945.4,99.943,1748,1,0,1016,2763,1853868,1852121,0,3223
group_1577,NC_002945.4,99.904,1040,1,0,1,1040,1855177,1854138,0,1916
group_1580,NC_002945.4,91.496,3951,288,35,1,3936,2293636,2289719,0,5391
group_1580,NC_002945.4,99.84,1872,3,0,2812,4683,1869608,1871479,0,3441
group_1580,NC_002945.4,74.526,1794,393,40,2794,4572,1875927,1877671,0,723
group_1580,NC_002945.4,71.998,1882,454,56,2084,3936,2285466,2283629,1.63E-137,488
group_1580,NC_002945.4,100,47,0,0,1,47,2287567,2287521,6.96E-17,87.9
group_2404,NC_002945.4,99.764,423,1,0,751,1173,2056464,2056042,0,776
group_2404,NC_002945.4,97.523,444,5,3,1,444,1492409,1491972,0,754
group_2404,NC_002945.4,73.086,405,97,10,49,444,1995511,1995912,2.17E-31,134
group_2404,NC_002945.4,73.068,427,87,15,106,524,840422,840828,3.64E-29,126
group_2404,NC_002945.4,72.986,422,86,17,114,524,339962,339558,4.71E-28,122
group_2404,NC_002945.4,76.923,182,40,2,114,294,334320,334140,6.13E-22,102
group_2404,NC_002945.4,79.054,148,21,5,340,479,841850,841995,3.69E-19,93.5
group_2404,NC_002945.4,73.783,267,56,7,118,371,1620304,1620039,3.69E-19,93.5
group_2404,NC_002945.4,73.646,277,51,16,313,587,927346,927602,1.72E-17,87.9
group_2404,NC_002945.4,82.828,99,14,3,340,435,332990,332892,6.18E-17,86.1
group_2404,NC_002945.4,88.235,51,6,0,316,366,1190603,1190553,1.04E-09,62.1
group_2404,NC_002945.4,88.235,51,6,0,316,366,1193227,1193177,1.04E-09,62.1
group_2405,NC_002945.4,99.886,881,1,0,360,1240,1491858,1490978,0,1622
group_2405,NC_002945.4,100,748,0,0,1218,1965,1189644,1188897,0,1382
group_2405,NC_002945.4,100,364,0,0,1,364,1492409,1492046,0,673
group_1583,NC_002945.4,99.054,1268,11,1,534,1800,426440,425173,0,2274
group_1583,NC_002945.4,98.609,647,9,0,1,647,533182,532536,0,1146
group_1583,NC_002945.4,78.771,537,79,17,563,1095,2162634,2162129,1.44E-89,327
group_1583,NC_002945.4,80.362,387,67,6,588,965,432409,432023,8.77E-77,285
group_1583,NC_002945.4,79.343,213,38,6,865,1074,426198,425989,1.55E-34,145
group_1583,NC_002945.4,77.457,173,38,1,900,1071,370540,370368,9.48E-22,102
group_1584,NC_002945.4,98.897,1632,0,1,1,1632,2041400,2039787,0,2898
group_1585,NC_002945.4,99.936,6285,4,0,172,6456,3711124,3704840,0,11585
group_1585,NC_002945.4,88.256,1720,195,6,1,1715,3725206,3723489,0,2050
group_1585,NC_002945.4,82.623,1525,237,21,3754,5261,3719734,3718221,0,1323
group_1585,NC_002945.4,84.451,1074,157,10,2149,3219,3705517,3704451,0,1050
group_1585,NC_002945.4,79.601,1353,264,11,1909,3255,3723286,3721940,0,959
group_1585,NC_002945.4,79.74,1308,232,17,2158,3456,3721276,3719993,0,917
group_1585,NC_002945.4,81.725,1078,189,8,2146,3219,3715949,3714876,0,893
group_1585,NC_002945.4,81.054,1082,192,10,2147,3222,3717708,3716634,0,850
group_1585,NC_002945.4,85.859,693,95,3,2529,3219,3703333,3702642,0,734
group_1585,NC_002945.4,84.681,705,103,5,4335,5037,3705179,3704478,0,699
group_1585,NC_002945.4,83.309,683,105,7,4394,5070,3715549,3714870,2.13E-177,621
group_1585,NC_002945.4,81.328,723,123,11,758,1475,3705173,3704458,4.67E-164,577
group_1585,NC_002945.4,81.311,717,126,8,4318,5028,3703392,3702678,1.68E-163,575
group_1585,NC_002945.4,76.542,1070,235,15,2158,3219,3693084,3692023,2.17E-162,571
group_1585,NC_002945.4,80.103,779,144,9,4335,5106,3717369,3716595,7.82E-162,569
group_1585,NC_002945.4,81.579,684,118,8,5779,6456,3709147,3708466,1.69E-158,558
group_1585,NC_002945.4,80.866,716,124,11,770,1477,3717352,3716642,2.83E-156,551
group_1585,NC_002945.4,82.556,579,99,2,878,1455,3706836,3706259,1.73E-143,508
group_1585,NC_002945.4,82.556,579,99,2,4460,5037,3710418,3709841,1.73E-143,508
group_1585,NC_002945.4,79.056,339,66,5,6123,6456,3724449,3724111,5.42E-59,228
group_1585,NC_002945.4,72.727,297,73,7,3899,4190,3714213,3713920,2.06E-18,93.5
group_1585,NC_002945.4,73.932,234,55,4,3907,4137,3701972,3701742,2.67E-17,89.8
group_1591,NC_002945.4,99.936,1551,1,0,1219,2769,3759048,3760598,0,2859
group_1591,NC_002945.4,99.919,1242,1,0,1,1242,1090840,1092081,0,2289
group_1592,NC_002945.4,99.934,1510,1,0,1221,2730,1632903,1631394,0,2784
group_1592,NC_002945.4,99.442,1254,7,0,1,1254,3123196,3124449,0,2278
group_1592,NC_002945.4,76.426,263,52,8,340,597,1213299,1213556,5.12E-31,134
group_1592,NC_002945.4,80,160,29,2,338,497,2083807,2083651,1.85E-25,115
group_1592,NC_002945.4,100,32,0,0,2135,2166,1619172,1619141,8.81E-09,60.2
group_1592,NC_002945.4,94.118,34,2,0,1037,1070,3979260,3979227,1.47E-06,52.8
