Name	n_Nucleotides	n_Sequences	Percent_GC	Percent_Identical Sites	Percent_Pairwise_Identity	Created	Created Date	Description	Free end gaps	Max Sequence Length	Mean Coverage	Min Sequence Length	Modified	Ref Seq Index	Ref Seq Length	Ref Seq Name	Sequence_Length	Size	Topology	URN
korB.aln	954822	851	64.1%	99.7%	100.0%	Tue Oct 05 22:21:56 EDT 2021	Tue Oct 05 22:21:56 EDT 2021	Alignment of 851 sequences	true	1122	851.0	1122	Wed Oct 06 07:25:43 EDT 2021	-1	0		1122	276 KB	linear	urn:local:.:q9u-dxz0702
ksgA.aln	811854	851	66.9%	99.6%	100.0%	Tue Oct 05 22:21:57 EDT 2021	Tue Oct 05 22:21:57 EDT 2021	Alignment of 851 sequences	true	954	851.0	954	Wed Oct 06 07:25:43 EDT 2021	-1	0		954	238 KB	linear	urn:local:.:q9v-dxz0702
kshA.aln	988011	851	60.7%	99.8%	100.0%	Tue Oct 05 22:21:57 EDT 2021	Tue Oct 05 22:21:57 EDT 2021	Alignment of 851 sequences	true	1161	851.0	1161	Wed Oct 06 07:25:42 EDT 2021	-1	0		1161	284 KB	linear	urn:local:.:q9w-dxz0702
kstD.aln	921633	851	63.9%	99.6%	100.0%	Tue Oct 05 22:21:57 EDT 2021	Tue Oct 05 22:21:57 EDT 2021	Alignment of 851 sequences	true	1083	851.0	1083	Wed Oct 06 07:25:42 EDT 2021	-1	0		1083	268 KB	linear	urn:local:.:q9x-dxz0703
kstR2_1.aln	548895	851	64.5%	99.7%	100.0%	Tue Oct 05 22:21:58 EDT 2021	Tue Oct 05 22:21:58 EDT 2021	Alignment of 851 sequences	true	645	851.0	645	Wed Oct 06 07:25:42 EDT 2021	-1	0		645	174 KB	linear	urn:local:.:q9y-dxz0703
kstR2_2.aln	513153	851	62.4%	99.3%	100.0%	Tue Oct 05 22:21:58 EDT 2021	Tue Oct 05 22:21:58 EDT 2021	Alignment of 851 sequences	true	603	851.0	603	Wed Oct 06 07:25:42 EDT 2021	-1	0		603	165 KB	linear	urn:local:.:q9z-dxz0703
kstR.aln	564213	851	65.2%	99.7%	100.0%	Tue Oct 05 22:21:57 EDT 2021	Tue Oct 05 22:21:57 EDT 2021	Alignment of 851 sequences	true	663	851.0	663	Wed Oct 06 07:25:42 EDT 2021	-1	0		663	177 KB	linear	urn:local:.:qa0-dxz0703
kynB.aln	707181	851	66.2%	100.0%	100.0%	Tue Oct 05 22:21:58 EDT 2021	Tue Oct 05 22:21:58 EDT 2021	Alignment of 851 sequences	true	831	851.0	831	Wed Oct 06 07:25:42 EDT 2021	-1	0		831	213 KB	linear	urn:local:.:qa1-dxz0703
lacF_2.aln	735264	851	58.4%	99.3%	100.0%	Tue Oct 05 22:21:58 EDT 2021	Tue Oct 05 22:21:58 EDT 2021	Alignment of 851 sequences	true	864	851.0	864	Wed Oct 06 07:25:42 EDT 2021	-1	0		864	219 KB	linear	urn:local:.:qa2-dxz0703
lcfB_2.aln	1376067	851	65.2%	99.6%	100.0%	Tue Oct 05 22:21:59 EDT 2021	Tue Oct 05 22:21:59 EDT 2021	Alignment of 851 sequences	true	1617	851.0	1617	Wed Oct 06 07:25:42 EDT 2021	-1	0		1617	380 KB	linear	urn:local:.:qa3-dxz0703
lcfB_4.aln	1210122	851	68.4%	99.7%	100.0%	Tue Oct 05 22:21:59 EDT 2021	Tue Oct 05 22:21:59 EDT 2021	Alignment of 851 sequences	true	1422	851.0	1422	Wed Oct 06 07:25:42 EDT 2021	-1	0		1422	339 KB	linear	urn:local:.:qa4-dxz0703
lcpA_1.aln	1271394	851	66.8%	99.7%	100.0%	Tue Oct 05 22:21:59 EDT 2021	Tue Oct 05 22:21:59 EDT 2021	Alignment of 851 sequences	true	1494	851.0	1494	Wed Oct 06 07:25:42 EDT 2021	-1	0		1494	354 KB	linear	urn:local:.:qa5-dxz0703
lcpA_2.aln	1309689	851	65.7%	99.7%	100.0%	Tue Oct 05 22:22:00 EDT 2021	Tue Oct 05 22:22:00 EDT 2021	Alignment of 851 sequences	true	1539	851.0	1539	Wed Oct 06 07:25:41 EDT 2021	-1	0		1539	363 KB	linear	urn:local:.:qa6-dxz0703
lcpB.aln	308062	851	64.9%	99.7%	100.0%	Tue Oct 05 22:22:00 EDT 2021	Tue Oct 05 22:22:00 EDT 2021	Alignment of 851 sequences	true	362	851.0	362	Wed Oct 06 07:25:41 EDT 2021	-1	0		362	115 KB	linear	urn:local:.:qa7-dxz0703
ldtA.aln	520812	851	63.5%	99.2%	99.9%	Tue Oct 05 22:22:00 EDT 2021	Tue Oct 05 22:22:00 EDT 2021	Alignment of 851 sequences	true	612	851.0	612	Wed Oct 06 07:25:41 EDT 2021	-1	0		612	167 KB	linear	urn:local:.:qa8-dxz0703
ldtB.aln	1044177	851	65.2%	99.4%	100.0%	Tue Oct 05 22:22:01 EDT 2021	Tue Oct 05 22:22:01 EDT 2021	Alignment of 851 sequences	true	1227	851.0	1227	Wed Oct 06 07:25:41 EDT 2021	-1	0		1227	298 KB	linear	urn:local:.:qa9-dxz0703
lepA.aln	1669662	851	63.9%	99.9%	100.0%	Tue Oct 05 22:22:01 EDT 2021	Tue Oct 05 22:22:01 EDT 2021	Alignment of 851 sequences	true	1962	851.0	1962	Wed Oct 06 07:25:41 EDT 2021	-1	0		1962	451 KB	linear	urn:local:.:qaa-dxz0703
lepB.aln	753135	851	65.0%	99.8%	100.0%	Tue Oct 05 22:22:01 EDT 2021	Tue Oct 05 22:22:01 EDT 2021	Alignment of 851 sequences	true	885	851.0	885	Wed Oct 06 07:25:41 EDT 2021	-1	0		885	224 KB	linear	urn:local:.:qab-dxz0703
leuB.aln	860361	851	67.4%	99.7%	100.0%	Tue Oct 05 22:22:02 EDT 2021	Tue Oct 05 22:22:02 EDT 2021	Alignment of 851 sequences	true	1011	851.0	1011	Wed Oct 06 07:25:41 EDT 2021	-1	0		1011	250 KB	linear	urn:local:.:qac-dxz0703
leuC.aln	1210122	851	66.5%	99.7%	100.0%	Tue Oct 05 22:22:02 EDT 2021	Tue Oct 05 22:22:02 EDT 2021	Alignment of 851 sequences	true	1422	851.0	1422	Wed Oct 06 07:25:41 EDT 2021	-1	0		1422	339 KB	linear	urn:local:.:qad-dxz0703
leuD.aln	508047	851	60.0%	99.8%	100.0%	Tue Oct 05 22:22:02 EDT 2021	Tue Oct 05 22:22:02 EDT 2021	Alignment of 851 sequences	true	597	851.0	597	Wed Oct 06 07:25:41 EDT 2021	-1	0		597	164 KB	linear	urn:local:.:qae-dxz0703
lexA.aln	605061	851	66.9%	99.6%	100.0%	Tue Oct 05 22:22:03 EDT 2021	Tue Oct 05 22:22:03 EDT 2021	Alignment of 851 sequences	true	711	851.0	711	Wed Oct 06 07:25:41 EDT 2021	-1	0		711	188 KB	linear	urn:local:.:qaf-dxz0703
lgrD.aln	3732486	851	67.7%	99.6%	100.0%	Tue Oct 05 22:22:03 EDT 2021	Tue Oct 05 22:22:03 EDT 2021	Alignment of 851 sequences	true	4386	851.0	4386	Wed Oct 06 07:25:40 EDT 2021	-1	0		4386	957 KB	linear	urn:local:.:qag-dxz0703
lgt.aln	1102045	851	64.2%	99.7%	100.0%	Tue Oct 05 22:22:04 EDT 2021	Tue Oct 05 22:22:04 EDT 2021	Alignment of 851 sequences	true	1295	851.0	1295	Wed Oct 06 07:25:40 EDT 2021	-1	0		1295	312 KB	linear	urn:local:.:qah-dxz0703
ligA.aln	1766676	851	69.1%	99.3%	100.0%	Tue Oct 05 22:22:04 EDT 2021	Tue Oct 05 22:22:04 EDT 2021	Alignment of 851 sequences	true	2076	851.0	2076	Wed Oct 06 07:25:40 EDT 2021	-1	0		2076	475 KB	linear	urn:local:.:qai-dxz0703
ligB.aln	1271394	851	68.1%	99.7%	100.0%	Tue Oct 05 22:22:05 EDT 2021	Tue Oct 05 22:22:05 EDT 2021	Alignment of 851 sequences	true	1494	851.0	1494	Wed Oct 06 07:25:40 EDT 2021	-1	0		1494	354 KB	linear	urn:local:.:qaj-dxz0703
ligD_1.aln	1919856	851	65.6%	99.7%	100.0%	Tue Oct 05 22:22:05 EDT 2021	Tue Oct 05 22:22:05 EDT 2021	Alignment of 851 sequences	true	2256	851.0	2256	Wed Oct 06 07:25:40 EDT 2021	-1	0		2256	512 KB	linear	urn:local:.:qak-dxz0703
ligD_2.aln	850149	851	66.2%	99.6%	100.0%	Tue Oct 05 22:22:06 EDT 2021	Tue Oct 05 22:22:06 EDT 2021	Alignment of 851 sequences	true	999	851.0	999	Wed Oct 06 07:25:40 EDT 2021	-1	0		999	248 KB	linear	urn:local:.:qal-dxz0703
lin.aln	679098	851	62.8%	99.9%	100.0%	Tue Oct 05 22:22:06 EDT 2021	Tue Oct 05 22:22:06 EDT 2021	Alignment of 851 sequences	true	798	851.0	798	Wed Oct 06 07:25:39 EDT 2021	-1	0		798	206 KB	linear	urn:local:.:qam-dxz0703
linC.aln	656121	851	67.3%	99.7%	100.0%	Tue Oct 05 22:22:06 EDT 2021	Tue Oct 05 22:22:06 EDT 2021	Alignment of 851 sequences	true	771	851.0	771	Wed Oct 06 07:25:39 EDT 2021	-1	0		771	200 KB	linear	urn:local:.:qan-dxz0703
lipA.aln	796536	851	67.5%	99.6%	100.0%	Tue Oct 05 22:22:07 EDT 2021	Tue Oct 05 22:22:07 EDT 2021	Alignment of 851 sequences	true	936	851.0	936	Wed Oct 06 07:25:39 EDT 2021	-1	0		936	234 KB	linear	urn:local:.:qao-dxz0703
lipB.aln	589743	851	68.8%	100.0%	100.0%	Tue Oct 05 22:22:07 EDT 2021	Tue Oct 05 22:22:07 EDT 2021	Alignment of 851 sequences	true	693	851.0	693	Wed Oct 06 07:25:39 EDT 2021	-1	0		693	184 KB	linear	urn:local:.:qap-dxz0703
lipV.aln	574425	851	69.2%	99.9%	100.0%	Tue Oct 05 22:22:07 EDT 2021	Tue Oct 05 22:22:07 EDT 2021	Alignment of 851 sequences	true	675	851.0	675	Wed Oct 06 07:25:39 EDT 2021	-1	0		675	180 KB	linear	urn:local:.:qaq-dxz0703
lipY_2.aln	252747	851	56.9%	99.3%	100.0%	Tue Oct 05 22:22:07 EDT 2021	Tue Oct 05 22:22:07 EDT 2021	Alignment of 851 sequences	true	297	851.0	297	Wed Oct 06 07:25:39 EDT 2021	-1	0		297	101 KB	linear	urn:local:.:qar-dxz0703
lipY_3.aln	257853	851	58.7%	99.7%	100.0%	Tue Oct 05 22:22:08 EDT 2021	Tue Oct 05 22:22:08 EDT 2021	Alignment of 851 sequences	true	303	851.0	303	Wed Oct 06 07:25:39 EDT 2021	-1	0		303	102 KB	linear	urn:local:.:qas-dxz0703
lldD.aln	1059495	851	66.3%	99.7%	100.0%	Tue Oct 05 22:22:08 EDT 2021	Tue Oct 05 22:22:08 EDT 2021	Alignment of 851 sequences	true	1245	851.0	1245	Wed Oct 06 07:25:39 EDT 2021	-1	0		1245	302 KB	linear	urn:local:.:qat-dxz0703
log.aln	479964	851	62.2%	99.8%	100.0%	Tue Oct 05 22:22:08 EDT 2021	Tue Oct 05 22:22:08 EDT 2021	Alignment of 851 sequences	true	564	851.0	564	Wed Oct 06 07:25:39 EDT 2021	-1	0		564	157 KB	linear	urn:local:.:qau-dxz0703
lpdA_1.aln	423798	851	64.7%	100.0%	100.0%	Tue Oct 05 22:22:08 EDT 2021	Tue Oct 05 22:22:08 EDT 2021	Alignment of 851 sequences	true	498	851.0	498	Wed Oct 06 07:25:39 EDT 2021	-1	0		498	143 KB	linear	urn:local:.:qav-dxz0703
lpdA_2.aln	1205016	851	67.8%	99.6%	100.0%	Tue Oct 05 22:22:08 EDT 2021	Tue Oct 05 22:22:08 EDT 2021	Alignment of 851 sequences	true	1416	851.0	1416	Wed Oct 06 07:25:39 EDT 2021	-1	0		1416	337 KB	linear	urn:local:.:qaw-dxz0703
lpdC.aln	1187145	851	61.8%	99.6%	100.0%	Tue Oct 05 22:22:09 EDT 2021	Tue Oct 05 22:22:09 EDT 2021	Alignment of 851 sequences	true	1395	851.0	1395	Wed Oct 06 07:25:39 EDT 2021	-1	0		1395	333 KB	linear	urn:local:.:qax-dxz0703
lppC.aln	515706	851	68.5%	99.0%	100.0%	Tue Oct 05 22:22:09 EDT 2021	Tue Oct 05 22:22:09 EDT 2021	Alignment of 851 sequences	true	606	851.0	606	Wed Oct 06 07:25:38 EDT 2021	-1	0		606	166 KB	linear	urn:local:.:qay-dxz0703
lppE.aln	327635	851	62.1%	100.0%	100.0%	Tue Oct 05 22:22:10 EDT 2021	Tue Oct 05 22:22:10 EDT 2021	Alignment of 851 sequences	true	385	851.0	385	Wed Oct 06 07:25:38 EDT 2021	-1	0		385	120 KB	linear	urn:local:.:qaz-dxz0703
lppK.aln	485070	851	66.7%	98.9%	100.0%	Tue Oct 05 22:22:10 EDT 2021	Tue Oct 05 22:22:10 EDT 2021	Alignment of 851 sequences	true	570	851.0	570	Wed Oct 06 07:25:38 EDT 2021	-1	0		570	158 KB	linear	urn:local:.:qb0-dxz0703
lppM.aln	582084	851	64.9%	100.0%	100.0%	Tue Oct 05 22:22:10 EDT 2021	Tue Oct 05 22:22:10 EDT 2021	Alignment of 851 sequences	true	684	851.0	684	Wed Oct 06 07:25:38 EDT 2021	-1	0		684	182 KB	linear	urn:local:.:qb1-dxz0703
lppO.aln	165094	851	58.3%	46.4%	99.9%	Tue Oct 05 22:22:10 EDT 2021	Tue Oct 05 22:22:10 EDT 2021	Alignment of 851 sequences	true	194	851.0	194	Wed Oct 06 07:25:38 EDT 2021	-1	0		194	80 KB	linear	urn:local:.:qb2-dxz0703
lppP.aln	441669	851	62.4%	99.2%	100.0%	Tue Oct 05 22:22:10 EDT 2021	Tue Oct 05 22:22:10 EDT 2021	Alignment of 851 sequences	true	519	851.0	519	Wed Oct 06 07:25:38 EDT 2021	-1	0		519	147 KB	linear	urn:local:.:qb3-dxz0703
lppW.aln	804195	851	66.1%	99.6%	100.0%	Tue Oct 05 22:22:11 EDT 2021	Tue Oct 05 22:22:11 EDT 2021	Alignment of 851 sequences	true	945	851.0	945	Wed Oct 06 07:25:38 EDT 2021	-1	0		945	237 KB	linear	urn:local:.:qb4-dxz0703
lppX.aln	597402	851	60.0%	99.6%	100.0%	Tue Oct 05 22:22:11 EDT 2021	Tue Oct 05 22:22:11 EDT 2021	Alignment of 851 sequences	true	702	851.0	702	Wed Oct 06 07:25:38 EDT 2021	-1	0		702	186 KB	linear	urn:local:.:qb5-dxz0703
lpqB.aln	1490952	851	67.4%	99.9%	100.0%	Tue Oct 05 22:22:11 EDT 2021	Tue Oct 05 22:22:11 EDT 2021	Alignment of 851 sequences	true	1752	851.0	1752	Wed Oct 06 07:25:38 EDT 2021	-1	0		1752	407 KB	linear	urn:local:.:qb6-dxz0703
lpqE.aln	467199	851	63.4%	99.5%	100.0%	Tue Oct 05 22:22:11 EDT 2021	Tue Oct 05 22:22:11 EDT 2021	Alignment of 851 sequences	true	549	851.0	549	Wed Oct 06 07:25:38 EDT 2021	-1	0		549	154 KB	linear	urn:local:.:qb7-dxz0703
lpqH.aln	245088	851	63.5%	100.0%	100.0%	Tue Oct 05 22:22:12 EDT 2021	Tue Oct 05 22:22:12 EDT 2021	Alignment of 851 sequences	true	288	851.0	288	Wed Oct 06 07:25:37 EDT 2021	-1	0		288	99 KB	linear	urn:local:.:qb8-dxz0703
lpqI.aln	786324	851	67.7%	100.0%	100.0%	Tue Oct 05 22:22:12 EDT 2021	Tue Oct 05 22:22:12 EDT 2021	Alignment of 851 sequences	true	924	851.0	924	Wed Oct 06 07:25:37 EDT 2021	-1	0		924	232 KB	linear	urn:local:.:qb9-dxz0703
lpqL.aln	1279053	851	64.7%	99.8%	100.0%	Tue Oct 05 22:22:12 EDT 2021	Tue Oct 05 22:22:12 EDT 2021	Alignment of 851 sequences	true	1503	851.0	1503	Wed Oct 06 07:25:37 EDT 2021	-1	0		1503	355 KB	linear	urn:local:.:qba-dxz0703
lpqS.aln	354867	851	69.3%	99.8%	100.0%	Tue Oct 05 22:22:12 EDT 2021	Tue Oct 05 22:22:12 EDT 2021	Alignment of 851 sequences	true	417	851.0	417	Wed Oct 06 07:25:37 EDT 2021	-1	0		417	127 KB	linear	urn:local:.:qbb-dxz0703
lpqW.aln	1623708	851	67.1%	99.6%	100.0%	Tue Oct 05 22:22:13 EDT 2021	Tue Oct 05 22:22:13 EDT 2021	Alignment of 851 sequences	true	1908	851.0	1908	Wed Oct 06 07:25:37 EDT 2021	-1	0		1908	440 KB	linear	urn:local:.:qbc-dxz0703
lprA.aln	467199	851	63.2%	99.5%	100.0%	Tue Oct 05 22:22:13 EDT 2021	Tue Oct 05 22:22:13 EDT 2021	Alignment of 851 sequences	true	549	851.0	549	Wed Oct 06 07:25:37 EDT 2021	-1	0		549	154 KB	linear	urn:local:.:qbd-dxz0703
lprB.aln	474858	851	62.7%	99.8%	100.0%	Tue Oct 05 22:22:14 EDT 2021	Tue Oct 05 22:22:14 EDT 2021	Alignment of 851 sequences	true	558	851.0	558	Wed Oct 06 07:25:37 EDT 2021	-1	0		558	156 KB	linear	urn:local:.:qbe-dxz0703
lprE.aln	477411	851	66.1%	100.0%	100.0%	Tue Oct 05 22:22:14 EDT 2021	Tue Oct 05 22:22:14 EDT 2021	Alignment of 851 sequences	true	561	851.0	561	Wed Oct 06 07:25:37 EDT 2021	-1	0		561	157 KB	linear	urn:local:.:qbf-dxz0703
lprG.aln	608465	851	65.0%	99.6%	100.0%	Tue Oct 05 22:22:14 EDT 2021	Tue Oct 05 22:22:14 EDT 2021	Alignment of 851 sequences	true	715	851.0	715	Wed Oct 06 07:25:37 EDT 2021	-1	0		715	188 KB	linear	urn:local:.:qbg-dxz0703
lprH.aln	492729	851	65.5%	99.7%	100.0%	Tue Oct 05 22:22:15 EDT 2021	Tue Oct 05 22:22:15 EDT 2021	Alignment of 851 sequences	true	579	851.0	579	Wed Oct 06 07:25:36 EDT 2021	-1	0		579	160 KB	linear	urn:local:.:qbh-dxz0703
lprI.aln	505494	851	63.5%	99.8%	100.0%	Tue Oct 05 22:22:15 EDT 2021	Tue Oct 05 22:22:15 EDT 2021	Alignment of 851 sequences	true	594	851.0	594	Wed Oct 06 07:25:36 EDT 2021	-1	0		594	163 KB	linear	urn:local:.:qbi-dxz0703
lprJ_1.aln	275724	851	61.4%	99.7%	100.0%	Tue Oct 05 22:22:15 EDT 2021	Tue Oct 05 22:22:15 EDT 2021	Alignment of 851 sequences	true	324	851.0	324	Wed Oct 06 07:25:36 EDT 2021	-1	0		324	106 KB	linear	urn:local:.:qbj-dxz0703
lprN_1.aln	998223	851	63.2%	99.9%	100.0%	Tue Oct 05 22:22:15 EDT 2021	Tue Oct 05 22:22:15 EDT 2021	Alignment of 851 sequences	true	1173	851.0	1173	Wed Oct 06 07:25:36 EDT 2021	-1	0		1173	287 KB	linear	urn:local:.:qbk-dxz0703
lprN_1~~~lprN_2.aln	426351	851	63.9%	99.8%	100.0%	Tue Oct 05 22:22:16 EDT 2021	Tue Oct 05 22:22:16 EDT 2021	Alignment of 851 sequences	true	501	851.0	501	Wed Oct 06 07:25:36 EDT 2021	-1	0		501	144 KB	linear	urn:local:.:qbl-dxz0703
lprQ.aln	349761	851	65.0%	99.3%	100.0%	Tue Oct 05 22:22:16 EDT 2021	Tue Oct 05 22:22:16 EDT 2021	Alignment of 851 sequences	true	411	851.0	411	Wed Oct 06 07:25:36 EDT 2021	-1	0		411	125 KB	linear	urn:local:.:qbm-dxz0703
lpxD.aln	566766	851	54.5%	99.5%	100.0%	Tue Oct 05 22:22:16 EDT 2021	Tue Oct 05 22:22:16 EDT 2021	Alignment of 851 sequences	true	666	851.0	666	Wed Oct 06 07:25:36 EDT 2021	-1	0		666	178 KB	linear	urn:local:.:qbn-dxz0703
lspA.aln	431457	851	62.9%	99.8%	100.0%	Tue Oct 05 22:22:16 EDT 2021	Tue Oct 05 22:22:16 EDT 2021	Alignment of 851 sequences	true	507	851.0	507	Wed Oct 06 07:25:36 EDT 2021	-1	0		507	145 KB	linear	urn:local:.:qbo-dxz0703
lsr2.aln	288489	851	65.8%	100.0%	100.0%	Tue Oct 05 22:22:16 EDT 2021	Tue Oct 05 22:22:16 EDT 2021	Alignment of 851 sequences	true	339	851.0	339	Wed Oct 06 07:25:36 EDT 2021	-1	0		339	110 KB	linear	urn:local:.:qbp-dxz0703
lucA.aln	651015	851	67.2%	99.9%	100.0%	Tue Oct 05 22:22:17 EDT 2021	Tue Oct 05 22:22:17 EDT 2021	Alignment of 851 sequences	true	765	851.0	765	Wed Oct 06 07:25:36 EDT 2021	-1	0		765	199 KB	linear	urn:local:.:qbq-dxz0703
lysA.aln	1143744	851	64.0%	99.2%	100.0%	Tue Oct 05 22:22:17 EDT 2021	Tue Oct 05 22:22:17 EDT 2021	Alignment of 851 sequences	true	1344	851.0	1344	Wed Oct 06 07:25:36 EDT 2021	-1	0		1344	322 KB	linear	urn:local:.:qbr-dxz0703
lysS1.aln	1291818	851	60.5%	99.7%	100.0%	Tue Oct 05 22:22:17 EDT 2021	Tue Oct 05 22:22:17 EDT 2021	Alignment of 851 sequences	true	1518	851.0	1518	Wed Oct 06 07:25:35 EDT 2021	-1	0		1518	359 KB	linear	urn:local:.:qbs-dxz0703
lysX_1.aln	1238205	851	66.0%	99.5%	100.0%	Tue Oct 05 22:22:18 EDT 2021	Tue Oct 05 22:22:18 EDT 2021	Alignment of 851 sequences	true	1455	851.0	1455	Wed Oct 06 07:25:35 EDT 2021	-1	0		1455	345 KB	linear	urn:local:.:qbt-dxz0703
lysX_2.aln	2767452	851	64.8%	99.6%	100.0%	Tue Oct 05 22:22:18 EDT 2021	Tue Oct 05 22:22:18 EDT 2021	Alignment of 851 sequences	true	3252	851.0	3252	Wed Oct 06 07:25:35 EDT 2021	-1	0		3252	720 KB	linear	urn:local:.:qbu-dxz0703
mak.aln	1164168	851	65.7%	99.5%	100.0%	Tue Oct 05 22:22:19 EDT 2021	Tue Oct 05 22:22:19 EDT 2021	Alignment of 851 sequences	true	1368	851.0	1368	Wed Oct 06 07:25:35 EDT 2021	-1	0		1368	327 KB	linear	urn:local:.:qbv-dxz0703
malQ.aln	1858584	851	68.0%	99.5%	100.0%	Tue Oct 05 22:22:19 EDT 2021	Tue Oct 05 22:22:19 EDT 2021	Alignment of 851 sequences	true	2184	851.0	2184	Wed Oct 06 07:25:35 EDT 2021	-1	0		2184	497 KB	linear	urn:local:.:qbw-dxz0703
manA.aln	1044177	851	66.8%	99.6%	100.0%	Tue Oct 05 22:22:20 EDT 2021	Tue Oct 05 22:22:20 EDT 2021	Alignment of 851 sequences	true	1227	851.0	1227	Wed Oct 06 07:25:35 EDT 2021	-1	0		1227	298 KB	linear	urn:local:.:qbx-dxz0703
map1.aln	681651	851	68.4%	99.9%	100.0%	Tue Oct 05 22:22:20 EDT 2021	Tue Oct 05 22:22:20 EDT 2021	Alignment of 851 sequences	true	801	851.0	801	Wed Oct 06 07:25:35 EDT 2021	-1	0		801	207 KB	linear	urn:local:.:qby-dxz0703
map.aln	730158	851	63.3%	99.5%	100.0%	Tue Oct 05 22:22:20 EDT 2021	Tue Oct 05 22:22:20 EDT 2021	Alignment of 851 sequences	true	858	851.0	858	Wed Oct 06 07:25:34 EDT 2021	-1	0		858	218 KB	linear	urn:local:.:qbz-dxz0703
mazE3.aln	273171	851	64.5%	99.1%	100.0%	Tue Oct 05 22:22:21 EDT 2021	Tue Oct 05 22:22:21 EDT 2021	Alignment of 851 sequences	true	321	851.0	321	Wed Oct 06 07:25:34 EDT 2021	-1	0		321	106 KB	linear	urn:local:.:qc0-dxz0703
mazE4.aln	257853	851	64.0%	100.0%	100.0%	Tue Oct 05 22:22:21 EDT 2021	Tue Oct 05 22:22:21 EDT 2021	Alignment of 851 sequences	true	303	851.0	303	Wed Oct 06 07:25:34 EDT 2021	-1	0		303	102 KB	linear	urn:local:.:qc1-dxz0703
mazE5.aln	321678	851	62.7%	99.2%	100.0%	Tue Oct 05 22:22:21 EDT 2021	Tue Oct 05 22:22:21 EDT 2021	Alignment of 851 sequences	true	378	851.0	378	Wed Oct 06 07:25:34 EDT 2021	-1	0		378	118 KB	linear	urn:local:.:qc2-dxz0703
mazE6.aln	153180	851	61.7%	99.4%	100.0%	Tue Oct 05 22:22:21 EDT 2021	Tue Oct 05 22:22:21 EDT 2021	Alignment of 851 sequences	true	180	851.0	180	Wed Oct 06 07:25:34 EDT 2021	-1	0		180	76 KB	linear	urn:local:.:qc3-dxz0703
mazE7.aln	130203	851	71.2%	100.0%	100.0%	Tue Oct 05 22:22:21 EDT 2021	Tue Oct 05 22:22:21 EDT 2021	Alignment of 851 sequences	true	153	851.0	153	Wed Oct 06 07:25:34 EDT 2021	-1	0		153	71 KB	linear	urn:local:.:qc4-dxz0703
mazE9.aln	186369	851	64.8%	99.1%	100.0%	Tue Oct 05 22:22:21 EDT 2021	Tue Oct 05 22:22:21 EDT 2021	Alignment of 851 sequences	true	219	851.0	219	Wed Oct 06 07:25:34 EDT 2021	-1	0		219	85 KB	linear	urn:local:.:qc5-dxz0703
mazE.aln	163392	851	64.1%	100.0%	100.0%	Tue Oct 05 22:22:21 EDT 2021	Tue Oct 05 22:22:21 EDT 2021	Alignment of 851 sequences	true	192	851.0	192	Wed Oct 06 07:25:34 EDT 2021	-1	0		192	79 KB	linear	urn:local:.:qc6-dxz0703
mazF3.aln	265512	851	61.5%	99.7%	100.0%	Tue Oct 05 22:22:22 EDT 2021	Tue Oct 05 22:22:22 EDT 2021	Alignment of 851 sequences	true	312	851.0	312	Wed Oct 06 07:25:34 EDT 2021	-1	0		312	104 KB	linear	urn:local:.:qc7-dxz0703
mazF4.aln	242535	851	63.2%	100.0%	100.0%	Tue Oct 05 22:22:22 EDT 2021	Tue Oct 05 22:22:22 EDT 2021	Alignment of 851 sequences	true	285	851.0	285	Wed Oct 06 07:25:34 EDT 2021	-1	0		285	99 KB	linear	urn:local:.:qc8-dxz0703
mazF5.aln	280830	851	65.5%	100.0%	100.0%	Tue Oct 05 22:22:22 EDT 2021	Tue Oct 05 22:22:22 EDT 2021	Alignment of 851 sequences	true	330	851.0	330	Wed Oct 06 07:25:34 EDT 2021	-1	0		330	108 KB	linear	urn:local:.:qc9-dxz0703
mazF6.aln	291042	851	61.7%	99.7%	100.0%	Tue Oct 05 22:22:22 EDT 2021	Tue Oct 05 22:22:22 EDT 2021	Alignment of 851 sequences	true	342	851.0	342	Wed Oct 06 07:25:34 EDT 2021	-1	0		342	111 KB	linear	urn:local:.:qca-dxz0703
mazF7.aln	268065	851	69.8%	99.4%	100.0%	Tue Oct 05 22:22:22 EDT 2021	Tue Oct 05 22:22:22 EDT 2021	Alignment of 851 sequences	true	315	851.0	315	Wed Oct 06 07:25:34 EDT 2021	-1	0		315	105 KB	linear	urn:local:.:qcb-dxz0703
mazF9.aln	301254	851	62.1%	100.0%	100.0%	Tue Oct 05 22:22:22 EDT 2021	Tue Oct 05 22:22:22 EDT 2021	Alignment of 851 sequences	true	354	851.0	354	Wed Oct 06 07:25:34 EDT 2021	-1	0		354	113 KB	linear	urn:local:.:qcc-dxz0703
mazG.aln	834831	851	62.2%	99.0%	100.0%	Tue Oct 05 22:22:23 EDT 2021	Tue Oct 05 22:22:23 EDT 2021	Alignment of 851 sequences	true	981	851.0	981	Wed Oct 06 07:25:33 EDT 2021	-1	0		981	244 KB	linear	urn:local:.:qcd-dxz0703
mbtA.aln	1444998	851	69.2%	99.8%	100.0%	Tue Oct 05 22:22:23 EDT 2021	Tue Oct 05 22:22:23 EDT 2021	Alignment of 851 sequences	true	1698	851.0	1698	Wed Oct 06 07:25:33 EDT 2021	-1	0		1698	396 KB	linear	urn:local:.:qce-dxz0703
