"","Sequence_ID","Assembly","X..contigs.....0.bp.","X..contigs.....1000.bp.","X..contigs.....5000.bp.","X..contigs.....10000.bp.","X..contigs.....25000.bp.","X..contigs.....50000.bp.","Total.length.....0.bp.","Total.length.....1000.bp.","Total.length.....5000.bp.","Total.length.....10000.bp.","Total.length.....25000.bp.","Total.length.....50000.bp.","X..contigs","Largest.contig","Total.length","Reference.length","GC....","Reference.GC....","N50","NG50","N75","NG75","L50","LG50","L75","LG75","X..misassemblies","X..misassembled.contigs","Misassembled.contigs.length","X..local.misassemblies","X..scaffold.gap.ext..mis.","X..scaffold.gap.loc..mis.","X..unaligned.mis..contigs","X..unaligned.contigs","Unaligned.length","Genome.fraction....","Duplication.ratio","X..N.s.per.100.kbp","X..mismatches.per.100.kbp","X..indels.per.100.kbp","X..genomic.features","Largest.alignment","Total.aligned.length","NA50","NGA50","NA75","NGA75","LA50","LGA50","LA75","LGA75contigs"
"737","SAMN03300225_assembled"," contigs ",187,117,87,79,57,30,4319327,4289173,4223053,4162420,3801679,2878350,136,212303,4302922,4349904,65.54,65.63,69222,69222,37374,36246,18,18,38,39,3,3,141090,19,0,0,0," 0 + 2 part ",1824,98.579,1.003,0,22.18,3.1," 7900 + 213 part ",212097,4292276,69222,68914,36246,34886,18,"19",39," 40 \\ \hline"
"738","SAMN03300643_assembled"," contigs ",259,90,59,56,46,30,4400804,4322951,4261218,4238815,4065567,3454156,136,399802,4352945,4349904,65.49,65.63,101715,101715,57529,57529,13,13,27,27,9,8,634009,17,0,0,0," 38 + 2 part ",36737,98.943,1.003,0,19.49,3.11," 7952 + 159 part ",399742,4310567,101385,101385,52476,52476,13,"13",28," 28 \\ \hline"
"739","SAMN03300665_assembled"," contigs ",163,108,79,71,52,32,4302447,4275176,4214686,4155362,3835810,3077955,136,227645,4294448,4349904,65.53,65.63,74115,74115,49127,48468,17,17,35,36,6,5,187781,12,0,0,0," 0 + 0 part ",0,98.497,1.002,0,11.51,1.98," 7888 + 197 part ",227645,4287932,73998,73998,46646,43133,17,"17",36," 37 \\ \hline"
"740","SAMN03300716_assembled"," contigs ",267,89,68,64,51,27,4384618,4302742,4262830,4238281,4028414,3132508,136,236765,4333457,4349904,65.5,65.63,107213,107213,48673,48673,13,13,30,30,5,5,189141,13,0,0,0," 23 + 0 part ",13866,99.097,1.002,0,9.81,1.79," 7958 + 161 part ",236765,4314313,107095,107095,48673,48673,13,"13",30," 30 \\ \hline"
"741","SAMN03300756_assembled"," contigs ",238,92,68,64,47,29,4362186,4293321,4245618,4217048,3969531,3286857,136,351648,4322834,4349904,65.51,65.63,98885,89989,51094,51094,12,13,29,29,5,5,515185,16,0,0,0," 25 + 0 part ",16359,98.774,1.002,0,14.22,2.05," 7920 + 163 part ",328277,4299855,81475,81475,50975,49620,14,"14",30," 31 \\ \hline"
"742","SAMN03300759_assembled"," contigs ",227,113,84,77,51,25,4330910,4284396,4225075,4172642,3742402,2732395,136,236089,4300218,4349904,65.55,65.63,71068,70807,42534,41815,16,17,36,37,4,3,121956,9,0,0,0," 1 + 0 part ",585,98.59,1.003,0,14.81,2.1," 7888 + 197 part ",236089,4292181,70807,70807,41399,41361,17,"17",37," 38 \\ \hline"
"743","SAMN06855952_assembled"," contigs ",183,112,81,76,55,31,4310514,4277458,4209866,4174286,3831686,2968974,136,227649,4294052,4349904,65.53,65.63,69152,69152,42464,41270,18,18,37,38,7,7,284550,12,0,0,0," 2 + 0 part ",1299,98.439,1.003,0,17.05,2.1," 7888 + 195 part ",227649,4283816,68945,64284,41240,41160,18,"19",38," 39 \\ \hline"
"744","SAMN06855957_assembled"," contigs ",182,109,84,77,50,26,4302453,4267540,4212119,4163463,3718486,2805417,136,227652,4286854,4349904,65.5,65.63,80988,80988,41950,40473,17,17,35,37,4,4,216937,15,0,0,0," 4 + 1 part ",5043,98.158,1.003,0,15.15,1.94," 7872 + 207 part ",227652,4272697,80549,80549,40473,39462,17,"17",37," 38 \\ \hline"
"745","SAMN06855973_assembled"," contigs ",180,109,82,74,52,29,4309817,4275343,4219131,4159407,3797001,2923762,136,204885,4294108,4349904,65.54,65.63,78485,78485,43918,42750,17,17,36,37,5,4,186368,13,0,0,0," 2 + 0 part ",1284,98.454,1.002,0,15.67,2.36," 7878 + 203 part ",204885,4284436,74417,74417,42673,41195,18,"18",37," 38 \\ \hline"
"746","SAMN06856011_assembled"," contigs ",171,112,83,74,54,30,4297105,4269499,4209274,4146405,3844264,2914941,136,227651,4285784,4349904,65.53,65.63,75156,75156,46559,43796,18,18,37,38,6,6,407705,10,0,0,0," 2 + 0 part ",1815,98.219,1.003,0,16.83,2.46," 7864 + 197 part ",227651,4274343,65904,65904,40473,39200,19,"19",39," 40 \\ \hline"
"747","SAMN06856014_assembled"," contigs ",185,112,87,78,55,31,4313646,4280065,4222250,4158885,3766203,2942954,136,227649,4297101,4349904,65.53,65.63,74322,74322,37520,37469,18,18,38,39,7,7,303444,14,0,0,0," 3 + 2 part ",4545,98.428,1.003,0,21.51,2.92," 7894 + 219 part ",227649,4283777,68349,68349,37317,37299,19,"19",40," 41 \\ \hline"
"748","SAMN09725354_assembled"," contigs ",238,101,69,65,46,29,4343026,4278735,4214744,4186729,3841757,3183656,136,227655,4302177,4349904,65.46,65.63,98884,98884,48923,48427,15,15,30,31,6,5,257432,5,0,0,0," 9 + 0 part ",10359,98.386,1.003,0,14.79,2.06," 7922 + 163 part ",227655,4283649,96386,96386,48330,48330,16,"16",32," 32 \\ \hline"
"749","SAMN09725394_assembled"," contigs ",223,110,76,70,53,33,4332186,4280729,4205003,4155716,3891468,3183750,136,227655,4299015,4349904,65.5,65.63,81737,81737,49838,48365,17,17,34,35,10,7,512680,15,0,0,0," 10 + 0 part ",7571,98.391,1.003,0,17.03,2.31," 7884 + 203 part ",227655,4283730,74021,74021,48365,47812,18,"18",36," 37 \\ \hline"
"750","SAMN09725658_assembled"," contigs ",182,112,84,75,56,27,4303715,4272722,4213446,4143772,3837017,2767633,136,227646,4289069,4349904,65.51,65.63,74332,71094,40465,37922,17,18,37,39,5,5,262485,10,0,0,0," 0 + 0 part ",0,98.42,1.002,0,12.5,2.43," 7900 + 221 part ",227646,4283852,74332,70994,37670,37420,17,"18",38," 39 \\ \hline"
"751","SAMN09725789_assembled"," contigs ",215,106,74,69,46,28,4344817,4294836,4232286,4198627,3799488,3098588,136,227580,4314754,4349904,65.49,65.63,92574,92511,47595,45098,15,16,31,32,7,6,325497,2,0,0,0," 6 + 0 part ",9934,98.76,1.002,0,7.1,1.21," 7944 + 175 part ",227580,4298931,92292,84098,45098,44934,15,"16",32," 33 \\ \hline"
"752","SAMN09812436_assembled"," contigs ",254,111,86,80,53,32,4303357,4266774,4211056,4175497,3735724,3012794,136,203365,4284587,4349904,65.53,65.63,75861,74286,42129,37613,18,19,37,38,8,8,684187,12,0,0,0," 0 + 2 part ",3253,98.379,1,0,20.75,3.27," 7886 + 209 part ",182219,4278446,68042,65600,37151,36857,19,"20",40," 41 \\ \hline"
"753","SAMN09812456_assembled"," contigs ",237,115,82,75,53,30,4284730,4253270,4180870,4130625,3738483,2910676,136,227261,4268537,4349904,65.5,65.63,75356,75356,41272,41116,18,18,37,38,2,2,16827,14,0,0,0," 0 + 1 part ",826,98.086,1,0,16.41,3.14," 7870 + 199 part ",227261,4264791,75356,75356,41272,41026,18,"18",37," 38 \\ \hline"
"754","SAMN09812469_assembled"," contigs ",265,109,80,69,54,29,4324488,4285704,4222707,4142541,3877179,2994313,136,182108,4304727,4349904,65.56,65.63,87486,82063,40912,40373,16,17,35,36,4,4,73825,14,0,0,0," 0 + 2 part ",3211,98.549,1.003,0,19.9,3.41," 7900 + 195 part ",182108,4297339,87486,81964,40373,37861,16,"17",35," 36 \\ \hline"
"755","SAMN09812470_assembled"," contigs ",261,112,84,77,63,32,4298671,4262074,4199796,4151082,3928883,2819930,136,182369,4279636,4349904,65.54,65.63,68757,64553,41174,40998,20,21,41,42,9,8,228715,11,0,0,0," 0 + 2 part ",2510,98.275,1.001,0,21.71,3.81," 7854 + 213 part ",182369,4274062,64118,64118,37288,36477,21,"21",42," 43 \\ \hline"
"756","SAMN10966103_assembled"," contigs ",284,112,85,76,53,28,4312835,4261058,4200268,4138225,3766631,2861062,136,220757,4277270,4349904,65.51,65.63,82521,82521,41331,37874,17,17,36,38,5,5,136963,10,0,0,0," 0 + 0 part ",0,98.27,1.001,0,5.61,1.31," 7890 + 201 part ",220757,4274824,82521,82521,37874,37628,17,"17",37," 38 \\ \hline"
"757","SAMN03300626_assembled"," contigs ",242,100,71,67,56,30,4354872,4290473,4225927,4200781,4017360,3023411,137,205918,4315537,4349904,65.56,65.63,78312,78312,45107,44624,16,16,35,36,4,4,52792,13,0,0,0," 10 + 0 part ",5799,98.722,1.004,0,18.3,2.49," 7918 + 169 part ",205885,4300247,78302,78302,44923,44506,16,"16",35," 36 \\ \hline"
"758","SAMN06856046_assembled"," contigs ",186,113,81,73,54,31,4311824,4278256,4208405,4153156,3848890,2985116,137,227649,4294904,4349904,65.53,65.63,75992,75992,44914,43033,18,18,36,37,1,1,119690,15,0,0,0," 4 + 0 part ",2868,98.455,1.002,0,14.66,2.1," 7880 + 203 part ",227649,4282958,75992,74064,43033,42687,18,"19",37," 38 \\ \hline"
"759","SAMN06856047_assembled"," contigs ",186,112,81,71,51,30,4304984,4270056,4207535,4131613,3805348,3008909,137,227613,4287612,4349904,65.5,65.63,81468,81468,42677,42541,17,17,35,36,10,9,436169,8,0,0,0," 5 + 0 part ",3719,98.299,1.002,0,16.14,2.17," 7876 + 209 part ",227613,4277704,74026,74026,41939,41302,18,"18",37," 38 \\ \hline"
"760","SAMN06856048_assembled"," contigs ",172,109,81,71,47,29,4307995,4277401,4221220,4148714,3765643,3101402,137,256610,4297485,4349904,65.53,65.63,82137,82137,48061,46801,15,15,32,33,3,3,288778,17,0,0,0," 3 + 0 part ",2146,98.512,1.002,0,16.64,2.12," 7884 + 201 part ",256600,4287190,81419,81419,43150,40473,16,"16",34," 35 \\ \hline"
"761","SAMN06856051_assembled"," contigs ",188,103,77,70,50,29,4317625,4278454,4223828,4176988,3859381,3078366,137,232894,4300751,4349904,65.54,65.63,83770,83770,44771,44771,15,15,33,33,7,6,514840,17,0,0,0," 15 + 0 part ",9104,98.464,1.002,0,17.23,2.29," 7870 + 211 part ",227649,4285228,80360,80360,42514,42511,16,"16",34," 35 \\ \hline"
"762","SAMN06856054_assembled"," contigs ",183,108,78,70,48,28,4312631,4277962,4214368,4156263,3802135,3075875,137,227649,4298432,4349904,65.52,65.63,83985,83985,42804,41312,15,15,32,33,6,6,453094,12,0,0,0," 7 + 0 part ",5381,98.49,1.002,0,15.64,2.33," 7886 + 195 part ",227649,4286688,81284,81284,41195,41195,16,"16",35," 35 \\ \hline"
"763","SAMN09725392_assembled"," contigs ",262,108,81,72,50,31,4340905,4275210,4221859,4154807,3796523,3086625,137,227655,4295365,4349904,65.48,65.63,78488,78488,48383,46585,17,17,34,35,12,11,519549,15,0,0,0," 9 + 0 part ",6687,98.367,1.002,0,15.1,2.38," 7882 + 207 part ",227655,4281786,78464,75360,43696,43147,17,"18",36," 37 \\ \hline"
"764","SAMN09725660_assembled"," contigs ",178,114,82,77,55,30,4298643,4268783,4210601,4172697,3813040,2912141,137,227646,4285626,4349904,65.52,65.63,69058,64728,42561,41389,17,18,37,38,6,6,212471,8,0,0,0," 0 + 0 part ",0,98.299,1.002,0,10.8,2.01," 7900 + 221 part ",227646,4278319,68945,64728,41389,39333,17,"18",38," 39 \\ \hline"
"765","SAMN09725733_assembled"," contigs ",211,108,83,74,53,29,4316389,4269807,4220804,4155767,3818560,2934199,137,201423,4289668,4349904,65.5,65.63,81539,74768,42663,41160,16,17,36,37,10,6,567323,12,0,0,0," 7 + 0 part ",4825,98.255,1.003,0,15.77,2.6," 7874 + 217 part ",184584,4277273,74768,68837,41583,41160,17,"18",37," 38 \\ \hline"
"766","SAMN09725814_assembled"," contigs ",182,113,84,78,54,30,4311674,4279639,4219929,4171775,3796429,2920207,137,227655,4296622,4349904,65.53,65.63,68828,68828,41305,41195,18,18,37,38,4,3,219683,8,0,0,0," 4 + 0 part ",3139,98.419,1.003,0,17.64,2.5," 7888 + 199 part ",227655,4285111,68804,68804,41305,41195,18,"18",37," 38 \\ \hline"
"767","SAMN10966087_assembled"," contigs ",268,118,89,80,51,26,4297438,4252945,4194087,4130202,3631090,2700470,137,212037,4267048,4349904,65.48,65.63,80054,73812,37338,36093,17,18,38,40,6,6,167746,8,0,0,0," 0 + 0 part ",0,98.004,1.001,0,9.52,1.67," 7874 + 213 part ",212015,4263239,80054,73812,37338,36002,17,"18",38," 40 \\ \hline"
"768","SAMN10966121_assembled"," contigs ",309,112,86,76,51,29,4312109,4253037,4198776,4128120,3715064,2936760,137,227543,4270217,4349904,65.48,65.63,72602,72602,41359,37329,17,17,35,37,7,7,377036,9,0,0,0," 1 + 1 part ",4004,98.008,1.001,0,5.58,1.36," 7870 + 219 part ",227543,4263753,72602,72602,39430,37320,18,"18",37," 38 \\ \hline"
"769","SAMN10966137_assembled"," contigs ",277,114,76,69,53,38,4333576,4287479,4206821,4162759,3912776,3363205,137,222593,4303230,4349904,65.61,65.63,81507,77666,51553,50994,19,20,36,37,8,8,250297,13,0,0,0," 0 + 0 part ",0,98.837,1.001,0,5.42,1.19," 7899 + 194 part ",222593,4300651,81507,77592,50994,50819,19,"20",36," 37 \\ \hline"
"770","SAMN14336444_assembled"," contigs ",299,109,77,71,49,30,4368854,4286310,4217151,4170889,3820939,3102736,137,227622,4305846,4349904,65.49,65.63,82031,82031,48046,44939,16,16,33,34,3,3,165646,8,0,0,0," 15 + 0 part ",13837,98.486,1.002,0,15.66,2.38," 7900 + 185 part ",227622,4287128,78308,78308,48046,44939,17,"17",34," 35 \\ \hline"
"771","SAMN14447211_assembled"," contigs ",188,109,81,75,49,32,4284560,4247211,4191474,4148588,3698244,3081718,137,227649,4267762,4349904,65.57,65.63,79239,74157,45892,42643,17,18,35,36,6,5,314113,11,0,0,0," 1 + 3 part ",6728,97.646,1.003,0,20.65,3.96," 7840 + 195 part ",227649,4249434,74026,70919,41948,40461,17,"18",36," 37 \\ \hline"
"772","SAMN03300063_assembled"," contigs ",182,108,79,73,49,28,4304886,4271302,4213557,4169677,3774728,2958989,138,212156,4291399,4349904,65.54,65.63,80664,80664,43210,42870,16,16,34,35,14,12,431376,14,0,0,0," 3 + 2 part ",4377,98.331,1.002,0,16.9,2.17," 7876 + 211 part ",212156,4279877,73998,73998,42750,41981,17,"17",36," 37 \\ \hline"
"773","SAMN03300316_assembled"," contigs ",183,114,81,75,54,31,4489958,4458010,4391912,4346720,4021066,3217821,138,318273,4474569,4349904,65.54,65.63,74060,79270,42575,48672,16,15,35,32,9,7,409921,10,0,0,0," 0 + 0 part ",0,98.914,1.04,0,9.78,1.53," 7922 + 197 part ",225878,4467044,73910,79210,42575,45534,17,"16",36," 34 \\ \hline"
"774","SAMN03300803_assembled"," contigs ",242,114,86,79,57,31,4450623,4407776,4339414,4288057,3940319,2998690,138,227655,4424374,4349904,65.53,65.63,69903,69903,42553,43057,18,18,38,37,15,11,376798,14,0,0,0," 0 + 2 part ",1640,98.635,1.031,0,19.86,3.29," 7892 + 217 part ",227655,4415403,69097,69097,39341,42867,19,"19",40," 38 \\ \hline"
"775","SAMN06627997_assembled"," contigs ",313,116,88,79,56,32,4331714,4291629,4230678,4161804,3772384,2920775,138,227256,4306690,4349904,65.57,65.63,73762,68349,41759,40137,19,20,39,40,12,12,286454,7,0,0,0," 0 + 0 part ",0,98.796,1.002,0,9.98,2.63," 7900 + 197 part ",227256,4303491,73762,68343,37608,37217,19,"20",40," 41 \\ \hline"
"776","SAMN06628112_assembled"," contigs ",281,116,85,76,54,28,4337714,4299649,4236152,4172510,3819410,2835108,138,216991,4315962,4349904,65.54,65.63,82783,82783,42925,41180,17,17,37,38,12,10,540353,7,0,0,0," 4 + 0 part ",4781,98.45,1.007,0,12.31,2.62," 7888 + 199 part ",182109,4309663,64093,64093,37602,37372,18,"18",39," 40 \\ \hline"
"777","SAMN06855935_assembled"," contigs ",178,115,90,80,54,27,4302631,4274420,4226898,4149432,3728209,2740029,138,212192,4289826,4349904,65.52,65.63,70951,70951,40438,39689,18,18,38,39,8,8,386765,13,0,0,0," 4 + 0 part ",2240,98.29,1.003,0,17.05,2.06," 7874 + 209 part ",212166,4277636,69051,69051,37638,37389,19,"19",40," 41 \\ \hline"
"778","SAMN06855989_assembled"," contigs ",193,115,87,77,53,28,4305236,4272380,4214054,4139645,3736064,2781352,138,256742,4287458,4349904,65.51,65.63,64291,64291,42750,41264,18,18,38,39,8,6,191822,14,0,0,0," 3 + 0 part ",1581,98.334,1.002,0,16.13,2.48," 7874 + 213 part ",256586,4280048,64291,64275,41264,39573,18,"19",39," 40 \\ \hline"
"779","SAMN06856004_assembled"," contigs ",184,115,82,72,51,34,4324851,4293161,4223102,4146646,3798111,3146610,138,204885,4309327,4349904,65.51,65.63,74120,74120,48688,47872,18,18,36,37,14,7,350683,15,0,0,0," 6 + 1 part ",5431,98.148,1.008,0,16.3,2.39," 7856 + 225 part ",204885,4298302,68609,68609,42750,41355,19,"19",38," 39 \\ \hline"
"780","SAMN06856042_assembled"," contigs ",176,117,84,76,53,29,4305700,4278888,4211928,4153912,3788144,2885178,138,205339,4294094,4349904,65.53,65.63,81814,74042,43327,42938,17,18,37,38,4,3,181082,22,0,0,0," 2 + 0 part ",1892,98.478,1.002,0,14.82,2.24," 7874 + 209 part ",205339,4286240,73998,73998,42750,41786,18,"18",38," 39 \\ \hline"
"781","SAMN06856065_assembled"," contigs ",177,112,86,76,55,29,4301415,4269210,4212921,4133107,3793779,2827521,138,227652,4287703,4349904,65.52,65.63,69027,69027,42508,41294,18,18,38,39,5,5,259292,13,0,0,0," 0 + 0 part ",0,98.342,1.002,0,16.01,2.17," 7882 + 201 part ",227652,4280706,69022,69022,40473,37456,19,"19",39," 41 \\ \hline"
"782","SAMN09725398_assembled"," contigs ",177,115,84,74,52,31,4299684,4271327,4202577,4134381,3787872,3041807,138,256414,4287561,4349904,65.53,65.63,80759,78482,43318,42798,17,18,35,36,8,7,457858,12,0,0,0," 0 + 0 part ",0,98.256,1.003,0,16.75,2.81," 7858 + 231 part ",256370,4277160,73993,73993,42798,42512,18,"18",36," 37 \\ \hline"
"783","SAMN09725485_assembled"," contigs ",260,106,77,70,49,30,4345470,4276811,4217498,4169409,3819182,3126862,138,227655,4298654,4349904,65.51,65.63,96550,84289,45430,45430,15,16,33,33,10,8,642468,12,0,0,0," 11 + 0 part ",7519,98.336,1.003,0,20.06,2.85," 7878 + 207 part ",227655,4280955,80612,80302,43637,42789,17,"18",35," 36 \\ \hline"
"784","SAMN09725669_assembled"," contigs ",182,111,76,73,54,32,4308862,4275355,4204000,4181651,3868538,3054375,138,227655,4293596,4349904,65.51,65.63,74122,72375,44570,42610,17,18,36,37,8,7,332394,12,0,0,1," 4 + 0 part ",2722,98.368,1.003,0,16.03,2.29," 7888 + 203 part ",227655,4282945,72375,72375,41350,41195,18,"18",37," 38 \\ \hline"
"785","SAMN09725727_assembled"," contigs ",198,104,75,72,50,30,4287236,4242113,4173064,4150492,3811074,3020418,138,199872,4266129,4349904,65.4,65.63,81688,81688,45203,45062,17,17,34,36,14,12,704952,4,0,0,0," 6 + 0 part ",4157,97.788,1.002,0,10.67,1.74," 7902 + 217 part ",199872,4257932,71877,71877,42691,42511,18,"18",37," 38 \\ \hline"
"786","SAMN09725782_assembled"," contigs ",185,105,78,72,53,29,4315121,4277263,4216900,4171577,3874293,3022956,138,227637,4300806,4349904,65.52,65.63,83236,80600,42791,41541,15,16,34,35,4,4,257024,9,0,0,0," 5 + 0 part ",3219,98.543,1.003,0,9.56,1.82," 7910 + 211 part ",227637,4289426,80600,80600,41353,41122,16,"16",35," 36 \\ \hline"
"787","SAMN09812437_assembled"," contigs ",262,122,89,79,56,32,4316762,4287395,4224656,4151923,3780377,2960252,138,227259,4298458,4349904,65.54,65.63,73169,73169,37235,36423,19,19,39,40,6,6,161910,13,0,0,1," 0 + 2 part ",2369,98.304,1.005,0,18.73,3.04," 7864 + 205 part ",227259,4293044,70587,70587,37235,36395,19,"19",39," 40 \\ \hline"
"788","SAMN10966069_assembled"," contigs ",290,114,87,79,50,27,4313441,4259086,4202051,4145354,3669728,2813309,138,227542,4276187,4349904,65.48,65.63,82174,82174,39587,37342,17,17,36,38,5,5,478371,8,0,0,0," 0 + 0 part ",0,98.251,1.001,0,6.15,1.59," 7891 + 210 part ",227542,4274120,82161,73816,37646,37310,17,"18",38," 39 \\ \hline"
"789","SAMN14336446_assembled"," contigs ",287,104,73,68,48,29,4369163,4287647,4221560,4188543,3855169,3157127,138,227646,4310635,4349904,65.42,65.63,95222,95222,48373,48120,15,15,31,32,9,9,416937,10,0,0,0," 18 + 0 part ",21237,98.448,1.002,0,9.99,1.61," 7920 + 193 part ",227646,4284368,82302,81003,43123,43123,15,"16",34," 34 \\ \hline"
"790","SAMN14447214_assembled"," contigs ",191,113,84,71,53,29,4315298,4279988,4218664,4123564,3814051,2924202,138,227650,4297192,4349904,65.53,65.63,84438,81599,41931,41641,17,18,36,37,7,6,193039,11,0,0,0," 2 + 3 part ",4664,98.422,1.003,0,22.38,2.97," 7874 + 211 part ",227650,4283965,80881,80881,41498,41195,18,"18",37," 38 \\ \hline"
"791","SAMN03300235_assembled"," contigs ",226,115,90,78,57,25,4339230,4298934,4246059,4155639,3819055,2632588,139,236642,4315656,4349904,65.57,65.63,62997,62997,37597,37437,17,17,39,40,5,5,171404,12,0,0,0," 2 + 0 part ",1312,98.901,1.003,0,8.79,1.72," 7910 + 213 part ",236642,4307944,62997,60728,37437,37434,17,"18",40," 41 \\ \hline"
"792","SAMN03300636_assembled"," contigs ",210,107,81,71,52,28,4317498,4273423,4208804,4132399,3829986,2929101,139,218570,4294702,4349904,65.54,65.63,80764,80764,43118,42750,16,16,35,36,13,11,535053,7,0,0,0," 1 + 0 part ",503,98.446,1.003,0,15.32,2.22," 7884 + 205 part ",184844,4284929,75102,70809,42750,41265,17,"18",37," 38 \\ \hline"
"793","SAMN03300828_assembled"," contigs ",185,121,89,80,49,29,4305410,4277591,4213681,4142830,3642710,2893991,139,227591,4290630,4349904,65.52,65.63,80152,78475,41195,39853,17,18,37,38,4,4,169344,16,0,0,0," 0 + 0 part ",0,98.382,1.003,0,16.38,2.06," 7872 + 215 part ",227591,4282797,78464,78464,39668,39231,18,"18",38," 39 \\ \hline"
"794","SAMN03300848_assembled"," contigs ",239,109,83,73,55,29,4321559,4265456,4208494,4135038,3821751,2801769,139,250844,4286886,4349904,65.55,65.63,65131,64421,43151,42838,18,19,38,39,13,12,519146,15,0,0,0," 0 + 2 part ",3039,98.055,1.004,0,20.12,2.84," 7848 + 201 part ",204912,4268209,64741,64241,41286,40636,19,"20",40," 41 \\ \hline"
"795","SAMN04386740_assembled"," contigs ",192,115,89,79,53,29,4295501,4261774,4207273,4139174,3721483,2850834,139,196104,4278107,4349904,65.5,65.63,75429,74048,37663,37396,18,19,38,39,3,3,266273,10,0,0,0," 0 + 1 part ",1062,98.117,1.002,0,16.4,2.04," 7862 + 221 part ",196104,4269719,74048,74031,37663,37360,19,"20",40," 41 \\ \hline"
"796","SAMN06855923_assembled"," contigs ",186,114,86,77,52,31,4310222,4276127,4223918,4157211,3733747,2925896,139,212285,4294878,4349904,65.51,65.63,73345,70908,42995,42750,18,19,38,39,7,6,243948,16,0,0,0," 5 + 0 part ",4635,98.351,1.003,0,15.66,2.22," 7862 + 223 part ",212099,4280196,69189,69189,41768,41195,19,"19",39," 40 \\ \hline"
"797","SAMN06855944_assembled"," contigs ",181,117,88,79,52,30,4304411,4275276,4221807,4154380,3696382,2856612,139,227649,4291083,4349904,65.52,65.63,69140,69140,42628,42508,19,19,38,39,10,8,351620,10,0,0,0," 4 + 0 part ",2978,98.328,1.003,0,16.13,2.27," 7868 + 215 part ",227649,4279780,69131,64288,41195,39682,19,"20",40," 41 \\ \hline"
"798","SAMN06855955_assembled"," contigs ",192,114,82,76,52,33,4312409,4276690,4208618,4161334,3775732,3050447,139,192986,4294028,4349904,65.52,65.63,78604,74173,44061,42750,18,19,37,38,6,6,446103,17,0,0,0," 4 + 0 part ",2989,98.375,1.003,0,16.17,2.17," 7872 + 211 part ",184846,4281934,68836,68836,42738,41181,20,"20",39," 40 \\ \hline"
"799","SAMN09725349_assembled"," contigs ",177,120,89,81,61,29,4301756,4275749,4207637,4149968,3829109,2684636,139,184584,4288595,4349904,65.52,65.63,60728,60728,37447,36221,20,20,42,43,9,7,423511,9,0,0,0," 0 + 0 part ",0,98.337,1.003,0,16.57,2.62," 7862 + 225 part ",184584,4281348,60728,59736,36221,35894,21,"22",44," 45 \\ \hline"
"800","SAMN09725486_assembled"," contigs ",184,106,78,70,53,30,4314178,4277177,4218306,4159490,3894310,3085464,139,249211,4299835,4349904,65.51,65.63,81519,81519,42673,42673,16,16,34,34,6,4,493172,14,0,0,0," 7 + 0 part ",5651,98.483,1.002,0,16.62,2.43," 7882 + 205 part ",249211,4286313,78474,78474,41938,41147,17,"17",35," 36 \\ \hline"
"801","SAMN09725819_assembled"," contigs ",185,118,86,78,56,28,4304946,4274686,4206489,4146213,3816136,2811440,139,237101,4288777,4349904,65.53,65.63,74144,68349,41328,39624,17,18,37,39,7,6,390139,11,0,0,0," 1 + 0 part ",533,98.318,1.003,0,15.64,2.27," 7872 + 211 part ",237101,4280120,64287,64287,39426,37668,18,"18",39," 40 \\ \hline"
"802","SAMN09812391_assembled"," contigs ",242,119,85,78,56,30,4340962,4309047,4236177,4191411,3839039,2884074,139,227262,4323849,4349904,65.51,65.63,75828,75828,41276,40939,18,18,38,39,9,8,515694,13,0,0,0," 0 + 1 part ",808,98.337,1.011,0,19.4,3.67," 7878 + 217 part ",227262,4320495,64091,64091,38367,38367,20,"20",42," 42 \\ \hline"
"803","SAMN10966053_assembled"," contigs ",488,111,81,77,53,27,4309483,4202430,4137469,4114463,3755347,2810144,139,220822,4221813,4349904,65.52,65.63,91208,80675,42285,37961,16,17,35,38,5,5,240353,12,0,0,0," 12 + 2 part ",15301,96.628,1.001,0,4.21,1.24," 7729 + 189 part ",220822,4204306,69254,67065,41728,37957,17,"18",37," 39 \\ \hline"
"804","SAMN10966054_assembled"," contigs ",930,104,75,71,52,30,4517233,4290217,4231249,4204154,3914296,3114116,139,364052,4314178,4349904,65.43,65.63,96286,96286,45942,44850,15,15,33,34,5,5,420686,8,0,0,0," 21 + 0 part ",25747,98.533,1.001,0,3.9,1.28," 7914 + 173 part ",363966,4286453,73774,68786,44782,43163,16,"17",35," 36 \\ \hline"
"805","SAMN10966068_assembled"," contigs ",313,114,89,82,52,25,4333335,4272974,4220125,4169212,3678831,2728216,139,227543,4291012,4349904,65.53,65.63,82060,79155,36155,34821,16,17,37,38,1,1,43391,9,0,0,0," 1 + 0 part ",529,98.541,1.001,0,5.74,1.47," 7904 + 197 part ",227543,4287457,82058,79144,36155,34821,16,"17",37," 38 \\ \hline"
"806","SAMN14336423_assembled"," contigs ",236,108,78,70,54,33,4347185,4288788,4227095,4168040,3924603,3183391,139,204912,4309763,4349904,65.52,65.63,80404,80404,49883,48381,17,17,34,35,3,3,157671,17,0,0,0," 8 + 1 part ",5637,98.741,1.002,0,22.09,3.26," 7918 + 199 part ",204912,4297491,80058,80058,47995,45469,17,"17",35," 36 \\ \hline"
